Lower lip pit	HP:0000196
Interphalangeal joint contracture of finger	None
Wrist flexion deformity	None
Wrist contracture	None
Wrist flexion contracture	None
Flexion contracture	None
Flexion contractures	None
Contractures	None
Flexion contractures of joints	None
Joint contractures	None
Flexed joint that cannot be straightened	None
Joint contracture	None
Contracture	None
Umbilical hernia	None
Umbilical hernias	None
Omphalocele	None
Omphalocoele	None
Achilles tendon contractures	None
Tight achilles tendon	None
Achilles tendon contracture	None
Contractures of the Achilles tendon	None
Shortening of the achilles tendon	None
Camptodactyly of feet	None
Camptodactyly of toe	None
Hiatus hernia	None
Stomach hernia	None
Hiatal hernia	None
congenital contractures	None
Congenital joint contractures	None
Congenital contracture	None
Arthrogryposis	None
Arthrogryposis, congenital	None
Arthrogryposis multiplex	None
Arthrogryposis multiplex congenita	None
Multiple congenital contractures	None
Multiple joint contractures	None
Ventral hernia	None
Fixed flexion at the elbow joint	None
Contractures of the elbows	None
Contractures of elbows	None
Elbow contracture	None
Elbow contractures	None
Contracture of elbow joint	None
Elbow flexion contracture	None
Elbow flexion contractures	None
Elbow flexion deformity	None
Shoulder flexion contracture	None
Hamstring contractures	None
Limb joint contracture	None
Limb contractures	None
Flexion contractures of hips	None
Hip contractures	None
Hip flexion contractures	None
Flexion contracture of hips	None
Hip contracture	None
Abnormality of connective tissue	None
Loss of fat tissue below the skin in limbs	None
Loss of subcutaneous adipose tissue in limbs	None
Loss of subcutaneous adipose tissue from extremities	None
Reduced intrathoracic adipose tissue	None
Herniated abdominal wall	None
Hernia of the abdominal wall	None
Inability to touch chin to chest	None
Contracture of post-cervical muscles	None
Decreased cervical spine flexion due to contractures of posterior cervical muscles	None
Incisional hernia	None
Recurrent abdominal hernia	None
Polyarticular chondrocalcinosis	None
Arthrogryposis-like hand anomaly	None
Bilateral camptodactyly	None
Dupuytren contracture	None
Distal arthrogryposis	None
Congenital foot contractures	None
Contractures, lower limbs	None
Contractures of the joints of the lower limbs	None
Contractures of the large joints	None
Flexion contracture of toe	None
Toe contractures	None
Contractures involving the toes	None
Contractures of the toes	None
Congenital foot contraction deformities	None
Joint contractures, progressive	None
Progressive flexion contractures	None
Congenital finger contractures	None
Congenital finger flexion contractures	None
Restricted neck mobility due to contractures	None
Neck flexion contracture	None
Restricted neck movement due to contractures	None
Generalized hypoplasia of tooth enamel	None
Generalized dysplasia of tooth enamel	None
Generalized hypoplasia of dental enamel	None
Decreased enamel mineralisation	None
Mottled tooth enamel	None
Hypomineralization of enamel	None
Fluorosis of tooth enamel	None
Increased porosity of tooth enamel	None
White spot lesions of tooth enamel	None
Poorly mineralized tooth enamel	None
Thin dental enamel	None
Dysplasia of tooth enamel	None
Thin tooth enamel	None
Enamel dysplasia	None
Dental enamel hypoplasia	None
Defective enamel matrix	None
Hypoplasia of tooth enamel	None
Underdeveloped teeth enamel	None
Enamel hypoplasia	None
Hypoplasia of dental enamel	None
Adductor longus contractures	None
Inability to straighten knee	None
Knee contracture	None
Flexion contractures at both knees	None
Flexion contractures of knees	None
Flexion contracture of knees	None
Contractures of the knees	None
Knee flexion contractures	None
Knee flexion deformity	None
Knee flexion contracture	None
Contractures of knees	None
Flexion deformity of the knee	None
Knee contractures	None
Contractures of the ankles	None
Ankle flexion contracture	None
Ankle contracture	None
Ankle contractures	None
Midline CNS lipomas	None
Midline central nervous system lipomas	None
Lipoma of corpus callosum	None
Absent fat below the skin	None
Lack of fatty tissue below the skin	None
Absence of subcutaneous fat	None
General absence of subcutaneous fat	None
Chorioretinal scar	None
Plantar flexion contractures	None
Contractures of the foot joints	None
Contractures involving the joints of the feet	None
Adipose tissue loss	None
Loss of fat tissue	None
Increased IM fat	None
Increased intramuscular fat	None
Increased intraabdominal fat	None
Loss of truncal subcutaneous adipose tissue	None
Loss of truncal adipose tissue	None
Loss of subcutaneous truncal adipose tissue	None
Loss of fat tissue in trunk	None
Loss of fat tissue below the skin in gluts	None
Loss of gluteal subcutaneous adipose tissue	None
Facial fat wasting	None
Progressive loss of facial fat	None
Progressive loss of facial subcutaneous adipose tissue	None
Facial fat atrophy	None
Progressive loss of facial adipose tissue	None
Progressive loss of subcutaneous adipose tissue from face	None
Loss of subcutaneous adipose tissue from face, progressive	None
Atrophy of facial adipose tissue	None
Increased connective tissue	None
Loss of fat tissue below the skin from upper limbs	None
Loss of subcutaneous adipose tissue from upper limbs	None
Congenital generalized lipodystrophy	None
Generalized lipodystrophy	None
Lipodystrophy, generalized	None
Abnormality of fatty tissue	None
Abnormal adipose tissue morphology	None
Abnormality of fat tissue	None
Abnormality of adipose tissue	None
Lipodystrophy	None
Inability to make and keep healthy fat tissue	None
Increased adipose tissue	None
Increased fat tissue	None
Fifth finger camptodactyly	None
Joint contracture of the 5th finger	None
Contracture of the distal interphalangeal joint of the 5th finger	None
5th finger camptodactyly	None
Contracture of the proximal interphalangeal joint of the 5th finger	None
Contracture of the metacarpophalangeal joint of the 5th finger	None
Joint contracture of the 4th finger	None
Joint contractures of the fourth finger	None
Contracture of the distal interphalangeal joint of the 4th finger	None
Camptodactyly of the ring finger	None
Camptodactyly of the 4th finger	None
Contracture of the proximal interphalangeal joint of the 4th finger	None
4th finger camptodactyly	None
Contracture of the metacarpophalangeal joint of the 4th finger	None
Joint contracture of the 3rd finger	None
Camptodactyly of middle finger	None
Contracture of the outermost hinge joint of the 3rd finger	None
Contracture of the distal interphalangeal joint of the 3rd finger	None
Contracture of the metacarpophalangeal joint of the 3rd finger	None
Camptodactyly of the third finger	None
Contracture of the proximal interphalangeal joint of the 3rd finger	None
Camptodactyly of the 3rd finger	None
Contractures of the hands	None
Joint contracture of the hand	None
Contractures involving the hands	None
Joint contractures of the 2nd finger	None
Flexion contracture of the 2nd finger	None
Contracture of the distal interphalangeal joint of the 2nd finger	None
Contracture of the metacarpophalangeal joint of the 2nd finger	None
Camptodactyly of 2nd finger	None
Contracture of the proximal interphalangeal joint of the 2nd finger	None
Camptodactyly of index finger	None
Camptodactyly of second finger	None
Joint contractures of the thumb	None
Flexion contracture of thumb	None
Contracture of thumb	None
Flexion deformities of thumbs	None
Contractures of the carpometacarpal joint of the thumb	None
Contractures of the metacarpophalangeal joint of the thumb	None
Interphalangeal extension contractures of thumbs	None
Contractures of the interphalangeal joint of the thumb	None
Contracture of the distal interphalangeal joint of the fingers	None
Dental enamel pits	None
Tooth enamel pits	None
Pitting of tooth enamel	None
Dental enamel pitting	None
Flexion contracture of the hallux	None
Joint contracture of the big toe	None
Joint contracture of the hallux	None
Contracture of the tarsometatarsal joint of the hallux	None
Contracture of the interphalangeal joint of the hallux	None
Contractures of the metatarsophalangeal joint of the hallux	None
Flexion contracture of the 2nd toe	None
Joint contractures of the 2nd toe	None
Joint contractures of the 3rd toe	None
Flexion contracture of 3rd toe	None
Joint contractures of the 4th toe	None
Flexion contracture of the 4th toe	None
Flexion contracture of the 5th toe	None
Joint contractures of the 5th toe	None
Dentinogenesis imperfecta of baby teeth	None
Dentinogenesis imperfecta limited to primary teeth	None
Dentin dysplasia	None
Localized hypoplasia of dental enamel	None
Localized dysplasia of tooth enamel	None
Localized hypoplasia of tooth enamel	None
Decreased enamel calcification	None
Hypocalcification of dental enamel	None
Poorly calcified tooth enamel	None
Soft teeth	None
Hypomature dental enamel	None
Immature tooth enamel	None
Soft tooth enamel	None
Dentinogenesis imperfecta of primary and permanent teeth	None
Dentinogenesis imperfecta of adult and baby teeth	None
Dentinogenesis imperfecta of both sets of teeth	None
Lipomatous tumor	None
Fatty lump	None
Lipoma	None
Noncancerous fatty lump	None
Sacral lipoma	None
Liposarcoma	None
Myxoid liposarcoma	None
Permanent flexion of the finger or toe	None
Camptodactyly	None
Bilateral wrist flexion contracture	None
Bilateral wrist contracture	None
Unilateral wrist flexion contracture	None
Unilateral wrist contracture	None
Inflammation of adipose tissue	None
Panniculitis	None
Inflammation of fat tissue	None
Flexion contracture of finger	None
Flexion deformity of finger	None
Disciform macular scar	None
Reduced intraabdominal adipose tissue	None
Posterolateral diaphragmatic hernia	None
Bochdalek hernia	None
Morgagni hernia	None
Morgagni diaphragmatic hernia	None
Central diaphragmatic hernia	None
Central hernia	None
Diet-resistant subcutaneous adipose tissue	None
Diet-resistant subcutaneous adipose tissue below waist	None
Flexion contracture of digit	None
Bethlem phenomenon	None
Bethlem sign	None
Contracture of proximal interphalangeal joints of 2nd-5th fingers	None
Adipocyte hypertrophy	None
Fat cell hypertrophy	None
Lipoma of the tongue	None
Tongue lipoma	None
Lower extremity subcutanous fat hypertrophy	None
Musculotendinous retraction	None
Decreased fat tissue	None
Decreased adipose tissue	None
Fatty tumors on the eyelids.	None
Lipomas of eyelids	None
Eosinophilic fasciitis	None
Lipomas of the central nervous system	None
Multiple central nervous system lipomas	None
Camptodactyly of the 2nd toe	None
Contracture of the proximal interphalangeal joint of the 2nd toe	None
Camptodactyly of the second toe	None
Contracture of the proximal interphalangeal joint of the 3rd toe	None
Camptodactyly of the 3rd toe	None
Camptodactyly of the fourth toe	None
Camptodactyly of the 4th toe	None
Contracture of the proximal interphalangeal joint of the 4th toe	None
Contracture of the innermost hinge joint of the 4th toe	None
Camptodactyly of the fifth toe	None
Camptodactyly of the 5th toe	None
Contractures of the proximal interphalangeal joint of the 5th toe	None
Contracture of the distal interphalangeal joint of the second toe	None
Contracture of the distal interphalangeal joint of the 2nd toe	None
Contracture of the distal interphalangeal joint of the 3rd toe	None
Contracture of the distal interphalangeal joint of the 4th toe	None
Contractures of the distal interphalangeal joint of the 5th toe	None
Contracture of the outermost hinge joint of the 5th toe	None
Contracture of the metatarsophalangeal joint of the 2nd toe	None
Contracture of the metatarsophalangeal joint of the 3rd toe	None
Contracture of the metatarsophalangeal joint of the 4th toe	None
Contracture of the metatarsophalangeal joint of the 5th toe	None
Contractures of the joints of the upper limbs	None
Camptodactyly of finger	None
Permanent flexion of the finger	None
Camptodactyly of hands	None
Proximal interphalangeal finger joint contractures	None
Contractures of the proximal interphalangeal joints of the fingers	None
Camptodactyly of proximal interphalangeal joint	None
Flexion contractures of proximal interphalangeal joints	None
Joint contractures involving the joints of the feet	None
Abnormality of the fascia	None
Inflammation of the fascia	None
Fasciitis	None
Femoral hernia	None
Crural hernia	None
Lipoatrophy	None
Atrophy of fat	None
Loss of fat tissue in localized area	None
Cystocele	None
Bladder hernia	None
Bladder prolapse	None
Prolapsed bladder	None
Dropped bladder	None
Bacterial infection of skin	None
Skin infection	None
Cellulitis	None
Vaginal hernia	None
Abnormal Sharpey fiber morphology	None
Abnormality of Sharpey fibers	None
Enthesis abnormality	None
Inflammation of sharpey fibers	None
Enthesitis	None
Lipedema	None
Scar tissue	None
Scarring	None
Abnormality of the cementum	None
Hernias	None
Hernia	None
Urethrocele	None
Rectocele	None
Genital hernia	None
Congenital mesoblastic nephroma	None
Tumor of fatty tissue	None
Neoplasm of fatty tissue	None
Macular scar	None
Macular scarring	None
Abnormality of tooth hard tissue	None
Abnormality of odontoid tissue	None
Abnormality of hard tissues of teeth	None
Abnormality of the breast	None
Enlarged male breast	None
Gynaecomastia	None
Gynecomastia	None
Hypoplastic nipples	None
Small nipples	None
Nipple hypoplasia	None
accessory mamilla	None
accessory mamillas	None
Supernumerary nipples	None
Accessory nipples	None
Increased nipple number	None
Accessory nipple	None
Supernumerary nipple	None
Athelia	None
Absent nipple	None
Absent nipples	None
Low-set nipples	None
Breast carcinoma	None
Breast cancer	None
Inverted nipples	None
Invaginated nipples	None
Underdeveloped breasts	None
Breast hypoplasia	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely spaced nipples	None
Widely-spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Multifocal breast carcinoma	None
Multifocal breast cancer	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Nipples absent or rudimentary	None
Aplasia/Hypoplasia of the nipples	None
Absent/rudimentary nipples	None
Absent/underdeveloped breasts	None
Aplasia/Hypoplasia of the breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Gigantomastia	None
Macromastia	None
Breast hypertrophy	None
Hypertrophy of the breasts	None
Breast fibroadenoma	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
One underdeveloped breast	None
Unilateral breast hypoplasia	None
Two underdeveloped breasts	None
Bilateral breast hypoplasia	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormally dry skin in the area of the nipple of the breast.	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Neoplasia of the breast	None
Tumours of the breast	None
Breast tumor	None
Neoplasm of the breast	None
Breast aplasia	None
Congenital absence of breast	None
Absent breast	None
Mammary gland aplasia	None
Galactorrhea	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Hypoplastic areolae	None
Hypoplastic areola	None
Lipoma of the tongue	None
Tongue lipoma	None
Facial muscle issue	None
Abnormality of facial muscles	None
Abnormality of facial musculature	None
Small primary teeth	None
Decreased size of deciduous teeth	None
Decreased size of baby teeth	None
Underdevelopment of milk teeth	None
Hypoplastic deciduous teeth	None
Underdevelopment of baby teeth	None
Small milk teeth	None
Underdevelopment of primary teeth	None
Decreased size of milk teeth	None
Small baby teeth	None
Hypoplasia of the primary teeth	None
Decreased size of primary teeth	None
Postnatal cystic hygroma	None
Abnormality of the occipital bone	None
Submucous cleft soft palate	None
Submucous cleft velum	None
Partial thickness cleft soft palate	None
Localized hypoplasia of dental enamel	None
Localized dysplasia of tooth enamel	None
Localized hypoplasia of tooth enamel	None
Cleft of uvula	None
Widely patent fontanels and sutures	None
Widely patent fontanelles and sutures	None
Circumlimbal hyperemia	None
Ciliary limbus	None
Circumlimbal hyperaemia	None
Abnormality of premolar	None
Abnormality of bicuspid	None
Abnormality of genioglossus muscle	None
Curved linear dimple below the lower lip	None
Increased width of tooth	None
Tooth mass excess	None
Hypertrophy of tooth	None
Macrodontia	None
Hyperplasia of tooth	None
Large tooth	None
Increased size of tooth	None
Large teeth	None
Seborrhoeic blepharitis	None
Large cranium present at birth	None
Macrocephaly at birth	None
Big skull present at birth	None
Congenital large skull	None
Big head present at birth	None
Congenital macrocephaly	None
Big cranium present since birth	None
Large head present since birth	None
Large skull present at birth	None
Congenital large head	None
Big skull present since birth	None
Head circumference large for gestational age	None
Large cranium present since birth	None
Large head present at birth	None
Large skull present since birth	None
Congenital large cranium	None
Big cranium present at birth	None
Big head present since birth	None
Increased fat around the neck	None
Increased adipose tissue around the neck	None
Hemiglossal hyperplasia	None
Hypertrophy of half of the tongue	None
Hemiglossal hypertrophy	None
Hyperplasia of half of the tongue	None
Increased size of half of the tongue	None
Hemimacroglossia	None
Large half of tongue	None
Fewer deciduous teeth than normal	None
Missing some baby teeth	None
Failure of development of some deciduous teeth	None
Decreased number of baby teeth	None
Oligodontia of primary teeth	None
Failure of development of some primary teeth	None
Partial anodontia of primary teeth	None
Decreased number of milk teeth	None
Fewer baby teeth than normal	None
Missing some primary teeth	None
Decreased number of deciduous teeth	None
Partial anodontia of deciduous teeth	None
Fewer primary teeth than normal	None
Missing some milk teeth	None
Decreased number of primary teeth	None
Abnormality of the nasal cavity	None
Retromicrognathia	None
Small retruded chin	None
Microretrognathia	None
Unilateral coronal suture craniosynostosis	None
Unilateral coronal suture synostosis	None
Unilateral coronal craniosynostosis	None
Unicoronal synostosis	None
Abnormality of the sense of smell	None
Abnormality of olfaction	None
Smell defect	None
Abnormal sense of smell	None
Cleft hard palate	None
Cleft bony palate	None
Cleft of hard palate	None
Abnormality of styloglossus muscle	None
Temporal narrowness	None
Narrow bitemporal diameter	None
Narrow bitemporal width	None
Narrow forehead	None
Bitemporal narrowing	None
Bitemporal skull narrowing	None
Decreased width of the forehead	None
Bitemporal narrowness	None
Intertemporal narrowing	None
Thick red part of the lower lip	None
Prominent lower lip vermilion	None
Prominent lower lip	None
Plump lower lip	None
Thick lower lip vermilion	None
Full lower lip vermilion	None
Full lower lip	None
Increased volume of lower lip	None
Thick lower lip	None
Thick vermilion border of lower lip	None
Increased height of lower lip vermilion	None
Increased volume of lower lip vermilion	None
Short upper eyelid	None
Hypotrophic upper eyelid	None
Decreased size of upper eyelid	None
Underdevelopment of upper eyelid	None
Hypoplasia of the upper eyelids	None
Small upper eyelid	None
Orbital cleft	None
Absent/hypoplastic paranasal sinuses	None
Submucous cleft of soft and hard palate	None
Tall forehead	None
High forehead	None
Central cleft palate	None
Median cleft palate	None
Midline cleft palate	None
Small forehead fontanel	None
Small anterior fontanelle	None
Small anterior fontanel	None
Non-midline cleft palate	None
Paramedian cleft palate	None
Thin dental enamel	None
Dysplasia of tooth enamel	None
Thin tooth enamel	None
Enamel dysplasia	None
Dental enamel hypoplasia	None
Defective enamel matrix	None
Hypoplasia of tooth enamel	None
Underdeveloped teeth enamel	None
Enamel hypoplasia	None
Hypoplasia of dental enamel	None
Cicatrizating conjunctivitis	None
Conjunctival cicatrization	None
Cicatricial conjunctivitis	None
Conjunctival cicatricial conjunctivitis	None
Tessier number 0 facial cleft	None
Right unicoronal synostosis	None
Disorder of maxillary and mandibular dental arch relationship	None
Hypoplasia of maxilla relative to mandible	None
Abnormality of permanent molar morphology	None
Abnormality of shape of permanent molar	None
Abnormality of shape of adult molar	None
Enlargement of parotid gland	None
Hypertrophy of parotid gland	None
Increased size of parotid gland	None
Hyperplasia of parotid gland	None
Diastema	None
Gaps between teeth	None
Diastema of the teeth	None
Dental diastema	None
Dental diastasis	None
Diastasis of the teeth	None
Gap between teeth	None
Indistinct philtrum	None
Simple philtrum	None
Smooth philtrum	None
Flat philtrum	None
Shallow philtrum	None
Decreased depth of philtrum	None
Philtrum, smooth	None
Eyelid synechiae	None
Ankyloblepharon filiforme adnatum	None
Ankyloblepharon	None
Adhesion of eyelids	None
Eyelids stuck together	None
Prominent back of the head	None
Prominent occiput	None
Prominent posterior head	None
Prominent back of the skull	None
Prominent posterior cranium	None
Protruding occiput	None
Protruding back of the head	None
Prominent posterior skull	None
Posteriorly placed tongue	None
Protruding upper lip	None
Outward turned upper lip	None
Everted upper lip	None
Eclabium of upper lip	None
Everted upper lip vermilion	None
Everted prominent upper lip	None
Drooping upper lip	None
Transverse maxillary deficiency	None
Decreased transverse dimension of maxilla	None
Decreased breadth of upper jaw bones	None
Transverse hypoplasia of maxilla	None
Narrow upper jaw bones	None
Transverse maxillary insufficiency	None
Decreased width of upper jaw bones	None
Narrow maxilla	None
Decreased width of maxilla	None
Right unilambdoid synostosis	None
Notched lower eyelid	None
Full thickness defect of the lower eyelid	None
Lower lid coloboma	None
Coloboma of lower eyelid	None
Cleft lower eyelid	None
Lower eyelid coloboma	None
Enlargement of facial skeleton	None
Overgrowth of facial skeleton	None
Excessive growth of facial skeleton	None
Hyperostosis of facial skeleton	None
Hypertrophy of facial bones	None
Hypertrophy of facial skeleton	None
Increased ossification of facial skeleton	None
Overgrowth of the facial bones	None
Enlargement of facial bones	None
Increased ossification of facial bones	None
Excessive growth of facial bones	None
Increase in size of the facial bones	None
Overgrowth of facial bones	None
Hypertrophy of the facial bones	None
Enlargment of the facial bones	None
Facial hyperostosis	None
Hyperostosis of facial bones	None
Tower cranium shape	None
Tall shaped head	None
Turricephaly	None
Tall shaped cranium	None
Tall shaped skull	None
Tower skull shape	None
Prominence of the intermaxillary bone	None
Premaxillary bone excess	None
Anterior position of the premaxilla	None
Anterior position of the primary palate bone	None
Prominence of the primary palate bone	None
Prominence of the premaxilla	None
High, arched palate	None
Elevated palate	None
Increased palatal height	None
High palate	None
High-arched palate	None
Advanced pneumatization of the mastoid process	None
Obstruction of nose	None
Nasal obstruction	None
Nasal blockage	None
Blockage of nose	None
Congestion of nose	None
Stuffy nose	None
Nasal congestion	None
Arteriovenous malformation of the maxilla	None
Periorbital swelling	None
Puffy eyes	None
Swelling around the eyes	None
Periorbital cellulitis	None
Puffiness around the eyes	None
Periorbital edema	None
Mild microcephaly	None
Medial canthal tendon laxity	None
Leprechaun facies	None
Elf-like facial features	None
Elf-like facial appearance	None
Elfin facies	None
Frontomalar faciosynostosis	None
Retinal arteritis	None
Abnormal ocular adnexa morphology	None
Atretic occipital cephalocele	None
Gingival cleft	None
Tessier number 3 facial cleft	None
Bilateral alveolar cleft of maxilla	None
Collier's sign	None
Flat back of the skull	None
Flat back of the head	None
Posterior flattening of the skull	None
Flat occiput	None
Flat posterior cranium	None
Flat back of skull	None
Flat posterior head	None
Eyelid lag	None
Lid lag on downgaze	None
Lid lag	None
von Graefe sign	None
Robin sequence	None
Pierre-robin malformation	None
Pierre-Robin sequence	None
Pierre-robin deformity	None
Pierre-robin anomaly	None
Pierre Robin sequence	None
Premature loss of primary teeth	None
Early loss of deciduous teeth	None
Premature exfoliation of deciduous teeth	None
Premature loss of deciduous teeth	None
Early loss of baby teeth	None
Premature exfoliation of primary teeth	None
Premature deciduous tooth loss	None
Early loss of primary teeth	None
Premature loss of baby teeth	None
Epiblepharon of upper lid	None
Boxer-like facial appearance	None
Pugilistic facial appearance	None
Pugilistic facies	None
Central retinal vessel vascular tortuosity	None
Tortuosity of main retinal vessels	None
Burning mouth	None
Horizontal hyperplasia of face	None
Increased breadth of face	None
Transverse hyperplasia of face	None
Wide face	None
Horizontal excess of face	None
Increased horizontal dimension of face	None
Broad face	None
Increased width of face	None
Transverse excess of face	None
Wide facies	None
Increased transverse dimension of face	None
Broad facies	None
Swollen lip	None
Swelling of the lip	None
Deviated tip of nose	None
Crooked nasal tip	None
Asymmetry of nasal tip	None
Nasal tip, deviated	None
Deviated nasal tip	None
Crooked tip of nose	None
Distortion of the nasal tip	None
Asymmetry of tip of nose	None
Extra eyelid skin	None
Hooding of eyelids	None
Baggy eyes	None
Droopy eyelid skin	None
Eyelid dermatochalasia	None
Dermatochalasis	None
Redundant eyelid skin	None
Abnormality of the lacrimal punctum	None
Abnormal lacrimal punctum morphology	None
Abnormality of eye tooth	None
Abnormality of canine	None
Lid laxity	None
Eyelid laxity	None
Nasolacrimal sac lymphoma	None
Abnormality of the intermaxillary bone	None
Abnormality of the intermaxillary segment of the maxilla	None
Abnormality of the primary palate bone	None
Abnormality of the premaxillary bone	None
Abnormality of the premaxilla	None
Temporomandibular joint crepitus	None
Temporomandibular joint popping sound	None
Temporomandibular joint grating sound	None
Temporomandibular joint sounds	None
Jaw joint clicking sound	None
Jaw joint noise	None
Jaw joint crepitus	None
Jaw joint grating sound	None
Jaw joint popping sound	None
Temporomandibular joint noise	None
Jaw joint sounds	None
Temporomandibular joint clicking sound	None
Abnormality of frontal process of maxilla	None
Abnormal mandible condylar process morphology	None
Abnormality of mandible condylar process	None
Abnormality of zygomaticus major muscle	None
White streaks/specks on enamel.	None
Abnormal number of incisors	None
Abnormal number of front teeth	None
Large facies	None
Large face	None
Big face	None
Hemifacial hypoplasia	None
Hemifacial microsomia	None
Decreased size of half of the face	None
Decreased size of one side of the face	None
Abnormality of dental shade	None
Abnormality of tooth color	None
Abnormality of tooth shade	None
Abnormality of dental color	None
Cleft velum	None
Cleft muscular palate	None
Cleft soft palate	None
Cleft of soft palate	None
Underdevelopment of nose	None
Aplasia of the nose	None
Absent nose	None
Nasal underdevelopment	None
Missing nose	None
Arrhinia	None
Failure of development of nose	None
Abnormality of levator anguli oris	None
Prominent area between the eyebrows	None
Prominent glabella	None
Protruding area between the eyebrows	None
Hyperplasia of glabella	None
Convex glabella	None
Screwdriver shaped front teeth	None
Screwdriver-shaped incisors	None
Abnormality of lateral rectus extra-ocular muscle	None
Abnormal position of the lacrimal punctum	None
Ectopic lacrimal punctum	None
Hypertrophy of the tongue	None
Large tongue	None
Macroglossia	None
Glossal hypertrophy	None
Tongue hypertrophy	None
Hyperplasia of the tongue	None
Abnormally large tongue	None
Increased size of tongue	None
Lingual hyperplasia	None
Lingual hypertrophy	None
Canker sore	None
Aphthous ulcer	None
Failure of development of central incisor	None
Absent central incisors	None
Missing central incisors	None
Absent central incisor	None
Agenesis of central incisor	None
Philtrum with midline raphe	None
Philtrum with midline ridge	None
Philtrum with central raphe	None
Philtrum, midline raphe	None
Dentinogenesis imperfecta of primary and permanent teeth	None
Dentinogenesis imperfecta of adult and baby teeth	None
Dentinogenesis imperfecta of both sets of teeth	None
Abnormality of the frontal bone	None
Abnormality of the bone of the forehead	None
Malformation of the frontal bone	None
Abnormal morphology of frontal bone	None
Anomaly of the frontal bone	None
Deformity of the frontal bone	None
Abnormality of the fontanelles or cranial sutures	None
Abnormality of the orbital bones of skull	None
Abnormality of bones of the orbit of the skull	None
Abnormality of the bony eye socket	None
Abnormality of bony orbit of skull	None
Foetor hepaticus	None
Fetor hepaticus	None
Abnormality of extrinsic muscle of tongue	None
Abnormality of extrinsic lingual muscle	None
Bifid tip of nose	None
Cleft tip of nose	None
Bifid nasal tip	None
Notched tip of nose	None
Notched nasal tip	None
Cleft nasal tip	None
Abnormal levator palpebrae superioris morphology	None
Increased width of nasal dorsum	None
Wide nasal dorsum	None
Broad nasal dorsum	None
Wide nasal ridge	None
Broad dorsum of nose	None
Increased width of dorsum of nose	None
Broad nasal ridge	None
Increased width of nasal ridge	None
Wide dorsum of nose	None
Nasal ridge, wide	None
Giant conjunctival papillae	None
Abnormality of the cheeks	None
Deformity of the cheeks	None
Malformation of the cheeks	None
Anomaly of the cheeks	None
Abnormality of the cheek	None
Abnormality of intrinsic muscle of tongue	None
Abnormality of intrinsic lingual muscle	None
Difficulty opening the eyelids	None
Eyelid apraxia	None
Facial grimacing	None
Conjunctival follicles	None
Absent tear duct	None
Lacrimal duct aplasia	None
Canted mouth	None
Uneven mouth	None
Tilted mouth	None
Crooked mouth	None
Asymmetry of oral cavity	None
Asymmetry of the mouth	None
Abnormality of uvular muscle	None
Abnormality of musculus uvulae	None
Large lateral palatal ridges	None
Large lateral palatal folds	None
Prominent lateral palatal ridges	None
Prominent palatine folds	None
Prominent palatine ridges	None
Prominent lateral palatal folds	None
Missing permanent maxillary lateral incisor	None
Absence of permanent maxillary lateral incisor	None
Failure of development of permanent upper lateral incisor	None
Failure of development of permanent maxillary lateral incisor	None
Agenesis of permanent maxillary lateral incisor	None
Agenesis of permanent upper lateral incisor	None
Missing permanent upper lateral incisor	None
Posterior fossa cyst at the fourth ventricle	None
Odontogenic keratocysts of the jaw	None
Keratocystic odontogenic tumor	None
Keratocysts of the jaw	None
Midface hypoplasia	None
Hypoplasia of midface	None
Decreased projection of midface	None
Midface deficiency	None
Underdevelopment of midface	None
Retrusive midface	None
Midface retrusion	None
Midface, flat	None
Flat midface	None
Decreased size of midface	None
Hypotrophic midface	None
Small midface	None
Conjunctival lipodermoid	None
Dermolipoma of the conjunctiva	None
Chronic irritative conjunctivitis	None
Hypoplasia of teeth	None
Hypoplastic teeth	None
Underdevelopment of teeth	None
Decreased size of teeth	None
Abnormality of mucosa of mouth	None
Abnormality of oral mucosa	None
Abnormality of lining of mouth	None
Abnormality of oral mucous membrane	None
Abnormal oral mucosa morphology	None
Abnormality of mandible symphysis	None
Abnormality of mandibular symphysis	None
Bulbous nose	None
Potato nose	None
Bulbous nasal tip	None
Abnormality of the foramen magnum	None
Abnormality of medial pterygoid muscle	None
Tumor of mouth	None
Lesion of mouth	None
Neoplasm of the oral cavity	None
Tumor of oral cavity	None
Neoplasm of the mouth	None
Lesion of oral cavity	None
Aplasia of the eyelids	None
Ablepharon of eyelid	None
Absent eyelids	None
Ablepharon	None
Agenesis of eyelids	None
Missing eyelids	None
Dens invaginatus	None
Dens in dente	None
Tooth within a tooth	None
Flared nasal alae	None
Flared nostrils	None
Increased volume of facial adipose tissue	None
Facial fat hypertrophy	None
Facial fat hyperplasia	None
Increased facial adipose tissue	None
