Abnormality of body height	HP:0000002
Abnormal glutamic acid levels in cerebrospinal fluid	None
Hyperbilirubinemia, neonatal	None
High blood bilirubin levels in neonate	None
Neonatal hyperbilirubinemia	None
Facial puffiness	None
Facial edema	None
Facial swelling	None
Increased urine citrate concentration	None
Hypercitraturia	None
Elevated CSF biopterin level	None
Very long chain fatty acid accumulation	None
Reduced serum copper	None
Decreased circulating copper concentration	None
Copper deficiency	None
Hypocupremia	None
Extreme generalized edema	None
Anasarca	None
Reduced serum drug concentrations	None
Reduced plasma drug concentration	None
Reduced blood drug concentration	None
Decreased serum drug concentration	None
Decreased plasma drug concentration	None
Decreased blood drug concentration	None
Increased glucose-6-phosphate dehydrogenase level in red blood cells	None
Increased G6PD level in red blood cells	None
Increased G6PD level in RBCs	None
Increased level of phenylalanine in urine	None
Phenylalaninuria	None
Decreased urinary sulfate	None
Abnormal protein O-linked glycosylation	None
Increased CSF glycine concentration	None
High glycine levels in cerebrospinal fluid	None
Immunoglobulin IgG2 deficiency	None
Decreased circulating IgG2 level	None
Reduced IgG2 levels	None
Folate deficiency	None
Vitamin B9 deficiency	None
Reduced blood folate concentration	None
Increased circulating IgG2 level	None
Elevated N,N-dimethylglycine level	None
Increased intracellular Na+ levels	None
Increased intracellular sodium	None
High intracellular Na	None
Hyperlipidemia	None
Elevated lipids in blood	None
Beta-aminoisobutyric aciduria	None
Abnormal urine hexanoylglycine concentration	None
Abnormal urinary N-hexanoylglycine levels	None
Abnormal sialylation of N-linked protein glycosylation	None
Increased level of D-threitol in urine	None
Generalized edema	None
Generalized tissue edema	None
Decreased pyruvate carboxylase activity	None
Elevated urinary catecholamines	None
Partial absence of specific antibody response to pneumococcus vaccine	None
Decreased succinic semialdehyde dehydrogenase activity	None
Increased iron concentration in liver	None
Elevated hepatic iron concentration	None
Increased liver iron level	None
Abnormal G6PD level in RBCs	None
Abnormal glucose-6-phosphate dehydrogenase level in red blood cells	None
Abnormal G6PD level in red blood cells	None
Defective B cell differentiation	None
High serum 1,25-dihydroxyvitamin D3	None
High serum 1,25-dihydroxycholecalciferol	None
High serum calcitriol	None
High blood bilirubin levels	None
Hyperbilirubinemia	None
Acidosis	None
Abnormal IgD level	None
Decreased plasma free carnitine	None
Decreased urine citrate concentration	None
Hypocitraturia	None
Decreased CSF isoleucine concentration	None
Low levels of isoleucine in cerebrospinal fluid	None
IgM heavy chain paraproteinemia	None
Increased glucose-6-phosphate dehydrogenase level in leukocytes	None
Increased G6PD level in leukocytes	None
Abnormal glucose oral tolerance test	None
Abnormal oral glucose tolerance	None
Monoclonal elevation of circulating IgA	None
Chondroitin sulfate excretion in urine	None
Decreased urinary urate	None
Abnormal urine alpha-ketoglutarate concentration	None
Abnormal urinary 2-oxoglutarate level	None
Abnormality of urine alpha ketoglutarate concentration	None
Abnormal circulating alanine concentration	None
Abnormality of alanine metabolism	None
Transient neonatal diabetes mellitus	None
Purple urine	None
Decreased superoxide dismutase activity	None
Decreased superoxide:superoxide oxidoreductase activity	None
Abnormality of glycoside metabolism	None
Increased resting energy expenditure	None
Positive norpropoxyphene blood test	None
Impaired thermal sensitivity	None
Alpha heavy chain disease	None
IgA heavy chain paraproteinemia	None
Methylmalonic acidemia	None
Decreased serum mast cell beta-tryptase concentration	None
Decreased activity of 3-hydroxyacyl-CoA dehydrogenase	None
Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Short-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	None
Long chain 3 hydroxyacyl coA dehydrogenase deficiency	None
AML-M5	None
Acute monocytic leukemia	None
AMoL	None
Acute monoblastic leukemia	None
Increase in T cell number	None
Increase in T cell count	None
Increased T cell count	None
Abnormality monocyte morphology	None
Neonatal alloimmune thrombocytopenia	None
Increased proportion of effector memory CD4-positive, alpha-beta T cells	None
Increased hemoglobin concentration	None
Increased Hb concentration	None
Decreased proportion of central memory CD4-positive, alpha-beta T cells	None
Plasmacytoma	None
Epidural haematoma	None
Epidural hemorrhage	None
Extradural hematoma	None
Epidural hematoma	None
Extradural haematoma	None
von Willebrand Disease Type II Normandy	None
Impaired binding of factor VIII to VWF	None
Impaired convulxin-induced platelet aggregation	None
Increased multinucleated megakaryocyte count	None
Hemophagocytosis	None
Hemoglobin Barts	None
Hb Barts	None
Intraventricular hemorrhage	None
Antithrombin III deficiency	None
Anti-thrombin III deficiency	None
Decreased antithrombin III	None
Reduced antithrombin III activity	None
Abnormality of bone marrow stromal cells	None
Abnormal platelet dense granule secretion	None
Reduced proportion of naive CD8 T cells	None
Abnormal proportion of marginal zone B cells	None
Pappenheimer bodies	None
Decreased basophil count	None
Reduced factor XIII, subunit B	None
Factor XIII subunit B deficiency	None
Abnormal granulocyte count	None
Round retinal heme	None
Dot-and-blot retinal hemorrhage	None
Dot-and-blot retinal haemorrhage	None
Subretinal pigment epithelium hemorrhage	None
Subretinal pigment epithelium haemorrhage	None
Transient myeloproliferative disorder	None
Transient leukemia of Down syndrome	None
TMD	None
Transient myeloproliferative syndrome	None
Abnormal lymphocytes	None
Abnormality of cells of the lymphoid lineage	None
Abnormal lymphocyte morphology	None
Abnormal eosinophil morphology	None
Abnormality of eosinophils	None
Easy bleeding	None
Bleeding with minor or no trauma	None
Abnormal alpha-beta T cell morphology	None
Abnormal factor VIII activity	None
Abnormal platelet alpha granule secretion	None
Decreased platelet glycoprotein Ib	None
Germinal matrix hemorrhage	None
Grade I preterm intraventricular hemorrhage	None
Hypermenorrhea	None
Abnormally heavy bleeding during menstruation	None
Menorrhagia	None
Increased proportion of CD19+CD27+IgD- cells	None
Increased proportion of class-switched memory B cells	None
Cyclic neutropenia	None
CyN	None
Granulocytosis	None
Excessive bleeding after a venipuncture	None
Increased RIPA	None
Abnormal thrombocyte morphology	None
Thrombasthenia	None
Blood platelet disease	None
Platelet abnormalities	None
Hemoglobin H	None
HbH hemoglobin	None
Megaloblastic erythroid hyperplasia	None
Bone marrow biopsy shows megaloblastic erythroid hyperplasia	None
Eosinophilia	None
High blood eosinophil count	None
Myelofibrosis	None
Impaired neutrophil killing of staphylococci	None
Increased Burr cell count	None
Acute myeloblastic leukemia	None
Acute myelogenous leukemia	None
Acute myelocytic leukemia	None
Acute myeloid leukemia	None
AML	None
Single lineage myelodysplasia	None
Abnormal CD4:CD8 ratio	None
Abnormal erythrocyte enzyme activity	None
Increased proportion of CD25+ mast cells	None
Spherocytosis	None
Anaplastic large-cell lymphoma	None
Low fibrinogen level	None
Hypofibrinogenemia	None
Low fibrinogen activity	None
Microcytic anemia	None
Increased platelet count	None
Thrombocythemia	None
Thrombocytosis	None
Increased number of platelets in blood	None
Thrombocythaemia	None
Decreased proportion circulating T-helper cells	None
Retinal hemorrhage	None
Retinal hemorrhages	None
Retinal bleeding	None
Prolonged bleeding time	None
Increased bleeding time	None
Increased Hct	None
Increased hematocrit	None
Reduced erythrocyte 2,3-diphosphoglycerate concentration	None
Decreased MCV	None
Microcytosis	None
Decreased mean corpuscular volume	None
Reduced erythrocyte volume	None
Abnormal onset of bleeding	None
Abnormality of mastocytes	None
Abnormality of mast cells	None
Abnormal mast cell morphology	None
Neutrophilia in absence of infection	None
Abnormal monocyte number	None
Abnormal monocyte count	None
Abnormal proportion of naive CD4 T cells	None
Abnormal proportion of CD4+CD45RA+ cells	None
Abnormal proportion of CD4+ T cells	None
Abnormal proportion of CD4 T cells	None
Abnormal dense granules	None
Absent natural killer cells	None
Absent NK cells	None
Granulocytopenia	None
Abnormal plasmablast proportion	None
Abnormal proportion of effector memory CD8-positive, alpha-beta T cells	None
Epistaxis	None
Nose bleeding	None
Bloody nose	None
Nosebleed	None
Frequent nosebleeds	None
Granulomatosis	None
Impaired collagen-induced platelet aggregation	None
Hemorrhage of the eye	None
Haemorrhage of the eye	None
Bleeding from the eye	None
Cyclic neutropenia in myeloid maturation arrest in bone marrow	None
Primary gastric lymphoma	None
Gastric lymphoma	None
Abnormal von Willebrand factor multimer distribution	None
Small intestinal hemorrhage	None
Small intestinal bleeding	None
Abnormal platelet function	None
Prolonged Russell's viper venom time	None
Abnormal proportion of non-class-switched memory B cells	None
Abnormally low T cell receptor excision circle level	None
Absent B cells	None
Severe B lymphocytopenia	None
Absence of B cells	None
Bleeding from mouth	None
Oral cavity bleeding	None
Oral cavity hemorrhage	None
Abnormality of bone marrow cell morphology	None
Anomaly of the bone marrow cells	None
Bone marrow disease	None
Abnormal Hb	None
Abnormal hemoglobin	None
Megaloblastic bone marrow	None
Abnormal proportion of central memory CD8-positive, alpha-beta T cells	None
Thrombophilia	None
Hypercoagulability	None
Blood hyperviscosity	None
Subretinal heme	None
Subretinal hemorrhage	None
Subretinal haemorrhage	None
Normocytic anemia	None
Decreased eosinophil count	None
Peripheral thrombosis	None
Peripheral blood clot	None
Cutaneous mastocytosis	None
Bleeding gums	None
Gingival hemorrhage	None
Gingival bleeding	None
Gingivorrhagia	None
Defective cellular immunity	None
Abnormal T cell morphology	None
Abnormality of T cells	None
Abnormal T cells	None
Cellular immune defect	None
Decreased proportion of marginal zone B cells	None
Abnormal numbers of lymphocytes	None
Abnormality of lymphocyte number	None
Abnormal lymphocyte counts	None
Abnormal number of lymphocytes	None
Abnormal lymphocyte count	None
Abnormal proportion of naive T cells	None
Abnormal naive T cell proportion	None
Chronic myelomonocytic leukemia	None
Abnormal myeloid leukocyte morphology	None
Abnormality of myeloid leukocytes	None
Acute disseminated intravascular coagulation	None
Decrease in HMW VWF multimers	None
Decrease in high molecular weight von Willebrand factor Multimers	None
Elevated circulating blasts	None
Increased peripheral myeloblast count	None
Increased peripheral blast count	None
Elevated blast count	None
Decreased proportion of effector memory CD4-positive, alpha-beta T cells	None
'Sea blue' histiocytes	None
Sea-blue histiocyte	None
Sea-blue histiocytosis	None
Hemoglobin C	None
HbC hemoglobin	None
Decreased factor x activity	None
Factor X deficiency	None
Reduced factor X activity	None
Macrocytic dyserythropoietic anemia	None
hereditary pyropoikilocytosis	None
Pyropoikilocytosis	None
Abnormal megakaryocyte morphology	None
Abnormality of cells of the megakaryocyte lineage	None
Hypochromic anaemia	None
Hypochromic anemia	None
Subconjunctival hemorrhage	None
Subconjunctival haemorrhage	None
Reduction of neutrophil motility	None
Prolonged bleeding following procedure	None
Abnormal thrombosis	None
Abnormal blood clot	None
Hepatic granulomatosis	None
Increased proportion of marginal zone B cells	None
Abnormal prothrombin time	None
Abnormal PT	None
Transient neutropenia	None
Abnormal platelet granules	None
Impaired epinephrine-induced platelet aggregation	None
Extramedullary erythropoiesis	None
Extramedullary hematopoiesis	None
Multiple lineage myelodysplasia	None
Exercise-induced hemolysis	None
Elevated coagulation factor V activity	None
Elevated factor V activity	None
Plasma factor V elevated	None
Abnormal platelet granule secretion	None
Hemorrhagic stroke	None
Bleeding in brain	None
Cerebral hemorrhage	None
Intracerebral hemorrhage	None
Chronic myeloid leukemia	None
Chronic myelocytic leukemia	None
Chronic myelogenous leukemia	None
Folate-unresponsive megaloblastic anemia	None
Blood clot in artery	None
Arterial thrombosis	None
Increased reticulocyte count	None
Increased immature red blood cells	None
Increased number of immature red blood cells	None
Increased reticulocytes	None
Reticulocytosis	None
Decreased level of heparin co-factor II	None
Heparin co-factor II deficiency	None
Abnormal macrophage count	None
Hepatic vein thrombosis	None
Blood clot in liver vein	None
Hepatic venous thrombosis	None
Abnormal CD4+CD25+ regulatory T cell proportion	None
Cerebellar hemorrhage	None
Abnormality of multiple cell lineages in the bone marrow	None
Abnormality of B cells	None
Abnormal B cells	None
Abnormal B cell morphology	None
Abnormal platelet phosphatidylserine exposure	None
Abnormal proportion of CD4-positive, alpha-beta memory T cells	None
Small platelets	None
Decreased mean platelet volume	None
Small platelet size	None
Small platelets size	None
Peripheral neutropenia	None
Low blood neutrophil count	None
Low neutrophil count	None
Neutropenia	None
Muscle haemorrhage	None
Heparin-induced thrombocytopenia	None
Myeloproliferative disorder	None
Abnormality of natural killer cell count	None
Abnormal NK cell count	None
Abnormal number of natural killer cells	None
Abnormal natural killer cell count	None
Decreased mean corpuscular Hb concentration	None
Decreased mean corpuscular hemoglobin concentration	None
Decreased MCHC	None
Decreased mean corpuscular haemoglobin	None
Decreased MCH	None
Megaloblastic anemia	None
Myelokathexis	None
Persistence of hemoglobin F	None
Persistence of HbF	None
Increased hemoglobin F	None
Congenital agranulocytosis	None
Blood clot in splanchnic vein	None
Splanchnic vein thrombosis	None
Neonatal hemolytic anemia	None
Congenital haemolytic anemia	None
Congenital hemolytic anemia	None
Histiocytosis	None
Absence of CD4+CD25+ T regulatory cells	None
Absence of CD4+CD25+ Tregs	None
Absence of CD4-positive, CD25-positive regulatory T cells	None
Cutaneous T-cell lymphoma	None
Reduced factor VII activity	None
Factor VII deficiency	None
Choroid hemorrhage	None
Choroidal hemorrhage	None
Decreased RBC count	None
Decreased red blood cell count	None
Refractory anemia	None
B-cell lymphoma	None
B cell lymphoma	None
Elevated proportion of CD4+CD25+ regulatory T cells	None
Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells	None
Oval macrocytosis	None
Elevated red cell adenosine deaminase activity	None
Abnormal dense tubular system	None
Cancer of lymphatic system	None
Lymphoma	None
Dysfibrinogenemia	None
Dysfibrinogenaemia	None
Absence of alpha granules	None
Gray platelets	None
Grey platelets	None
Malignant eosinophil proliferation	None
Increased proportion of central memory CD8-positive, alpha-beta T cells	None
Abnormal bleeding	None
Hemorrhagic diathesis	None
Bleeding tendency	None
Bleeding diathesis	None
Abnormal platelet lysosome secretion	None
Impaired neutrophil chemotaxis	None
Decreased proportion of non-class-switched memory B cells	None
Increased proportion of central memory CD4-positive, alpha-beta T cells	None
Prolonged reptilase time	None
Bone marrow hypocellularity	None
Bone marrow failure	None
Bone marrow hypoplasia	None
Hypoplastic bone marrow	None
Intermittent thrombocytopenia	None
Increased hemoglobin O2 affinity	None
Increased Hb oxygen affinity	None
Increased hemoglobin oxygen affinity	None
Increased haemoglobin oxygen affinity	None
Increased Hb O2 affinity	None
Abnormal basophil count	None
Blood spots	None
Purpura	None
Red or purple spots on the skin	None
Abnormal platelet membrane protein expression	None
Abnormal platelet volume	None
Reduced proportion of CD4+ effector memory T cells	None
Impaired oxidative burst	None
Negative nitroblue tetrazolium reduction test	None
Negative NBT reduction test	None
Impaired arachidonic acid-induced platelet aggregation	None
Impaired von Willibrand factor collagen binding activity	None
Reduced prothrombin antigen	None
Abnormal proportion of CD8-positive, alpha-beta memory T cells	None
Absence of mature B cells	None
Internal hemorrhage	None
Internal bleeding	None
Histiocytosis, mucinous	None
Mucinous histiocytosis	None
CD4+ T-cell lymphopenia	None
Decreased proportion of CD4-positive T cells	None
Abnormality of CD4+ T cells	None
CD4 T cell lymphopenia	None
Primary hypothyroidism	None
Pituitary resistance to thyroid hormone	None
Central hypothyroidism	None
Enlarged adrenal glands	None
Adrenal hyperplasia	None
Abnormal circulating 18-hydroxycorticosterone level	None
Growth hormone deficiency	None
Somatotropin deficiency	None
Abnormality of the renin-aldosterone axis	None
Abnormality of renin-angiotensin system	None
Ectopic thyroid gland	None
Abnormal thryoid location	None
Aberrant thyroid	None
Ectopic thyroid	None
Aberrant thyroid gland	None
Heteropic thyroid gland	None
Secondary adrenal insufficiency	None
Central adrenal insufficiency	None
Decreased pineal volume	None
Decreased serum insulin-like growth factor 1	None
Abnormal serum DHEA	None
Abnormal serum androstenolone level	None
Abnormal serum dehydroepiandrosterone level	None
Neuroendocrine neoplasm	None
Neuroendocrine neoplasia	None
Excessive insulin response to glucagon test	None
Elevated serum 11-deoxycortisol	None
Elevated serum deoxycorticosterone	None
Elevated serum 21-hydroxyprogesterone	None
Increased serum insulin-like growth factor 1	None
Elevated serum IGF1	None
Increased serum IGF1	None
Abnormal circulating follicle-stimulating hormone level	None
Increased circulating renin level	None
Increased serum renin	None
Elevated blood renin level	None
Increased plasma renin	None
Elevated plasma renin	None
Hyperreninemia	None
Abnormality of the adrenal glands	None
Adrenal abnormalities	None
Adrenal gland disease	None
Abnormal circulating progesterone level	None
Increased circulating procalcitonin level	None
Overactive thyroid	None
Hyperthyroidism	None
Hypothalamic gonadotropin-releasing hormone deficiency	None
Hypothalamic GNRH deficiency	None
Neoplasm of the endocrine system	None
Endocrine neoplasia	None
Pituitary carcinoma	None
Dysmenorrhea	None
Painful menstruation	None
Abnormal circulating gonadotropin level	None
Premature pubarche	None
Premature pubic hair growth	None
Adrenocorticotropic hormone excess	None
ACTH excess	None
Thyroid hemiagenesis	None
Parathyroid carcinoma	None
Parathyroid Cancer	None
Abnormal plasma renin	None
Abnormal circulating renin	None
Abnormal circulating hormone level	None
Abnormality of circulating hormone level	None
Corticotropin-releasing hormone deficient adrenal insufficiency	None
CRH deficient adrenal insufficiency	None
Tertiary adrenal insufficiency	None
Increased plasma AMH	None
Increased antimullerian hormone level	None
Pituitary acidophilic stem cell adenoma	None
Pituitary gonadotropin deficiency	None
Gonadotropin deficiency	None
Transient neonatal diabetes mellitus	None
Low blood aldosterone level	None
Decreased aldosterone	None
Hypoaldosteronism	None
Decreased circulating aldosterone level	None
Decreased aldosterone production	None
Decreased serum aldosterone	None
Mineralocorticoid insufficiency	None
Pulmonary paraglioma	None
Impaired growth-hormone response to insulin stimulation test	None
Hypothalamic luteinizing hormone-releasing hormone deficiency	None
Type 2 diabetes	None
Noninsulin-dependent diabetes	None
Type II diabetes mellitus	None
Diabetes mellitus, noninsulin-dependent	None
Diabetes mellitus Type II	None
Noninsulin-dependent diabetes mellitus	None
Noninsulin dependent diabetes mellitus	None
Diabetes mellitus type 2	None
Type II diabetes	None
Non-insulin dependent diabetes	None
NIDDM	None
NIDDM diabetes mellitus	None
Islet of Langerhans hyperplasia	None
Islets of langerhans hypertrophy	None
Pancreatic islet-cell hypertrophy	None
Hypertrophic pancreatic islets	None
Hyperplastic islets of langerhans	None
Pancreatic islet-cell hyperplasia	None
Fasting hypoglycemia	None
Low blood sugar when fasting	None
Pseudohypoaldosteronism	None
Diffuse pancreatic islet hyperplasia	None
Diabetic ketosis	None
Diabetic ketoacidosis	None
Abnormal radioactive iodine uptake test result	None
Pituitary calcification	None
Absence of pubertal development	None
Thyroid follicular adenoma	None
Thyroid-stimulating hormone receptor defect	None
Impaired sensitivity to thyroid stimulating hormone	None
TSHR defect	None
Diabetes mellitus	None
Ectopic anterior pituitary gland	None
Prolactinoma	None
Abnormal pituitary glycoprotein hormone alpha subunit level	None
Precocious puberty in females	None
Abnormality of circulating corticotropin level	None
Abnormality of circulating ACTH level	None
Abnormality of circulating adrenocorticotropic hormone level	None
Abnormality of circulating adrenocorticotropin level	None
Thymus hyperplasia	None
Thymic hyperplasia	None
Enlarged thymus	None
Abnormal adrenal gland position	None
Ectopic adrenal gland	None
Absent pituitary gland	None
Aplasia of the pituitary gland	None
Anterior pituitary agenesis	None
Glucocortocoid-insensitive primary hyperaldosteronism	None
Familial primary hyperaldosteronism type 2	None
Abnormal circulating thyroxine level	None
Noncancerous tumor in pituitary gland	None
Pituitary adenoma	None
Increased adiponectin level	None
Increased urinary cortisol level	None
High urine cortisol level	None
Increased serum free T3	None
Increased circulating free T3	None
Increased serum free triiodothyronine	None
Increased serum fT3	None
Primary hyperparathyroidism	None
Increased serum parathyroid hormone	None
Elevated circulating PTH level	None
Elevated circulating parathyroid hormone level	None
Elevated serum pth	None
Elevated serum parathyroid hormone	None
Elevated serum parathyroid hormone level	None
Decreased circulating corticosterone level	None
Abnormal response to human chorionic gonadotrophin stimulation test	None
Abnormal response to hCG stimulation test	None
Decreased circulating progesterone	None
Decreased serum progesterone	None
Adrenocortical adenomas	None
Adrenocortical adenoma	None
Fasting hyperinsulinemia	None
High blood insulin levels while fasting	None
Thymic hypoplasia or aplasia	None
Absent/small thymus	None
Absent/underdeveloped thymus	None
Aplasia/Hypoplasia of the thymus	None
Increased glucagon level	None
Increased circulating corticosterone level	None
Euthyroid multinodular goiter	None
Pituitary prolactinoma	None
Pituitary prolactin cell adenoma	None
Prolactin-secreting pituitary adenoma	None
Pancreatic islet cell adenoma	None
gestational diabetes	None
Maternal diabetes	None
maternal hyperglycemia	None
Primary gonadal insufficiency	None
No secondary sexual characteristics at puberty	None
Absence of secondary sex characteristics	None
Increased circulating 18-hydroxycortisone level	None
Pigmented micronodular adrenocortical disease	None
Premature thelarche	None
Premature breast development	None
Corticotropin deficiency	None
ACTH deficiency	None
Adrenocorticotropic hormone deficiency	None
Paradoxical increased cortisol secretion on dexamethasone suppression test	None
Abnormality of the thyroid gland	None
Thyroid abnormality	None
Thyroid disease	None
Abnormality of circulating leptin level	None
Nonmedullary thyroid carcinoma	None
Thyroid cancer, nonmedullary	None
Non-medullary thyroid carcinoma	None
Thymic hormone decreased	None
Decreased thymic hormone	None
Congenital adrenal hyperplasia	None
Reduced pancreatic beta cells	None
Thyroid papillary adenoma	None
Hypergastrinemia	None
Elevated gastrin in the blood	None
Increased blood gastrin	None
Abnormal circulating gastrin level	None
Medullary thyroid carcinoma	None
Medullary thyroid cancer	None
Adrenocortical insufficiency	None
Addison's disease	None
Primary adrenal insufficiency	None
Addison disease	None
Primary adrenocortical failure	None
Impaired cortisol response to corticotropin releasing hormone stimulation test	None
Abnormal serum insulin-like growth factor 1 level	None
Elevated circulating 17-hydroxyprogesterone	None
Elevated circulating 17-OHP	None
Abnormal hypothalamus physiology	None
Polymenorrhea	None
Abnormality of the pineal gland	None
Abnormality of the parathyroid physiology	None
Parathyroid issue	None
Parathyroid dysfunction	None
Thyroid defect in oxidation and organification of iodide	None
Corticotropin-releasing hormone receptor defect	None
Corticotropin-releasing hormone receptor (CRHR) resistance	None
CRHR defect	None
Abnormal size of pituitary gland	None
Decreased glucagon level	None
Underactive thyroid	None
Hypothyroidism	None
Low T4	None
Adrenogenital syndrome	None
Decreased pituitary glycoprotein hormone alpha subunit level	None
Decreased pituitary glycoprotein alpha subunit level	None
Decreased pituitary glycoprotein polypeptide alpha subunit level	None
Follicular thyroid carcinoma	None
Posterior pituitary hypoplasia	None
Neurohypophysis hypoplasia	None
Hypoinsulinemia	None
Anaplastic thyroid carcinoma	None
Abnormality of circulating pregnenolone level	None
Hypermenorrhea	None
Abnormally heavy bleeding during menstruation	None
Menorrhagia	None
Neonatal insulin-dependent diabetes mellitus	None
Abnormal endocrine morphology	None
Decreased activity of gonads	None
Hypogonadism	None
Reduced circulating leptin level	None
Decreased serum leptin	None
Increased circulating androgen level	None
Hyperinsulinemia hypoglycemia	None
Hyperinsulinaemic hypoglycaemia	None
Hyperinsulinemic hypoglycemia	None
Abnormal circulating free triiodotyronine concentration	None
Abnormal circulating free T3 concentration	None
Pheochromocytoma, adrenal	None
Adrenal pheochromocytoma	None
Pheochromocytomas, adrenal	None
Increased LH response to gonadotropin-releasing hormone stimulation test	None
Decreased inhibin B level	None
Ectopic thymus tissue	None
Abnormal thymus position	None
Decreased circulating 18-hydroxycortisone level	None
Multinodular goiter	None
Glucagonoma	None
Abnormal circulating corticosterone level	None
Abnormality of circulating corticosterone level	None
Reduce response to GnRH stimulation test	None
Reduced response to gonadotropin-releasing hormone stimulation test	None
Neoplasm of the adrenal gland	None
Adrenal neoplasia	None
Pituitary disease	None
Abnormality of the anterior pituitary	None
Decreased circulating follicle stimulating hormone level	None
Pituicytoma	None
Underdeveloped pituitary gland	None
Anterior pituitary hypoplasia	None
Hypoplasia of the pituitary gland	None
Thyroid macrofollicular adenoma	None
Abnormality of the pancreatic islet cells	None
Abnormal response to CRH stimulation test	None
Abnormal response to corticotropin releasing hormone stimulation test	None
Abnormal glucagon level	None
Tertiary hyperparathyroidism	None
Parathyroid disease	None
Abnormality of the parathyroid gland	None
Ectopic neurohypophysis	None
Ectopic posterior pituitary	None
Abnormality of GnRH level	None
Abnormality of gonadotropin-releasing hormone level	None
Abnormal shape of thyroid gland	None
Abnormality of thyroid morphology	None
Chromaffin tumors	None
Pheochromocytoma	None
Euthyroid hyperthyroxinemia	None
Asymptomatic hyperthyroxinemia	None
Decreased circulating luteinising hormone level	None
Decreased circulating luteinizing hormone level	None
Abnormal insulin level	None
Elevated insulin level	None
Hyperinsulinemia	None
Atypical pulmonary carcinoid tumor	None
Panhypopituitarism	None
Increased serum estriol	None
Insulin-resistant diabetes	None
Insulin-resistant diabetes mellitus	None
Insulin resistant diabetes	None
Insulin resistant diabetes mellitus	None
Abnormality of thyroid physiology	None
Abnormal thyroid function	None
Insulinoma	None
Pancreatic insulinoma	None
Increased urinary 11-deoxycortisol level	None
Adrenocortical abnormality	None
Neoplasm of the thymus	None
Endocrine system disease	None
Abnormality of the endocrine system	None
Secondary hypercortisolism	None
ACTH-dependent hypercortisolemia	None
Secondary growth hormone deficiency	None
Abnormal serum testosterone level	None
Abnormal testosterone level	None
Androgen insufficiency	None
Hypoandrogenism	None
Increased circulating osteocalcin level	None
Hypogonadism, female	None
Female hypogonadism	None
Abnormal absence of menstruation	None
Amenorrhea	None
Hashimoto's thyroiditis	None
Chronic lymphocytic thyroiditis	None
Hashimoto thyroiditis	None
Secondary hyperaldosteronism	None
Hyperreninemic hyperaldosteronism	None
Abnormality of circulating glucocorticoid level	None
Parathyroid neoplasia	None
Neoplasm of the parathyroid gland	None
Thyroid adenoma	None
APUdoma	None
amine precursor uptake and decarboxylation tumours	None
Menometrorrhagia	None
Parathyroid agenesis	None
Parathyroid aplasia	None
Parathyroid absence	None
Low blood cortisol level	None
Decreased cortisol production	None
Low to undetectable plasma cortisol	None
Decreased circulating cortisol level	None
Plasma cortisol low	None
Hypocortisolemia	None
Glucocorticoid insufficiency	None
Hypocortisolism	None
Corticotropin-secreting pituitary adenoma	None
ACTH-producing pituitary adenoma	None
Pituitary corticotropic cell adenoma	None
Elevated circulating follicle stimulating hormone level	None
Increased circulating follicle stimulating hormone level	None
Elevated plasma follicle stimulating hormone	None
Elevated follicle stimulating hormone	None
Elevated FSH level	None
Elevated follicle-stimulating hormone	None
Abnormal serum estrone	None
Decreased circulating ACTH level	None
Hypogonadotrophic hypogonadism	None
Isolated hypogonadotropic hypogonadism	None
Hypogonadism, hypogonadotropic	None
Low gonadotropins (secondary hypogonadism)	None
Impaired growth-hormone response to glucagon stimulation test	None
Abnormal response to GnRH stimulation test	None
Abnormal response to gonadotropin-releasing hormone stimulation test	None
Increased urinary 11-deoxytetrahydrocorticosterone level	None
Insulin-dependent but ketosis-resistant diabetes	None
Abnormal circulating osteocalcin level	None
Abnormal circulating insulin level	None
Neonatal hypoparathyroidism	None
Congenital hypoparathyroidism	None
Leydig cell insensitivity to gonadotropin	None
Abnormal circulating thyrotropin concentration	None
Abnormal TSH level	None
Abnormal thyrotropin level	None
Abnormal thyroid-stimulating hormone level	None
Primary hypercortisolism	None
ACTH-independent hypercortisolemia	None
Abnormal response to corticotropin stimulation test	None
Abnormal response to adrenocorticotropic-hormone stimulation test	None
Abnormal response to ACTH stimulation test	None
Abnormal thyroid hormone level	None
Inguinal hernia	None
Sagging uterus	None
Uterine prolapse	None
Increased volume of facial adipose tissue	None
Facial fat hypertrophy	None
Facial fat hyperplasia	None
Increased facial adipose tissue	None
Hyperplasia of facial adipose tissue	None
Increased amount of facial fat	None
Hypertrophy of facial adipose tissue	None
Increased amount of facial adipose tissue	None
Abnormality of facial fat	None
Malformation of facial adipose tissue	None
Deformity of facial adipose tissue	None
Abnormality of facial adipose tissue	None
Decreased amount of facial fat	None
Decreased amount of facial adipose tissue	None
Loss of facial adipose tissue	None
Decreased volume of facial adipose tissue	None
Loss of facial subcutaneous adipose tissue	None
Loss of subcutaneous adipose tissue from face	None
Loss of facial fat	None
Increased fat around the neck	None
Increased adipose tissue around the neck	None
Corneal scarring	None
Enamel abnormalities	None
Abnormality of dental enamel	None
Enamel abnormality	None
Abnormal tooth enamel	None
Malformation of dental enamel	None
