Inguinal hernia	HP:0000023
Thrombocytopenia	None
Low platelet count	None
Abnormal erythrocyte enzyme activity	None
Increased proportion of naive B cells	None
'Sea blue' histiocytes	None
Sea-blue histiocyte	None
Sea-blue histiocytosis	None
Nonspherocytic hemolytic anemia	None
Refractory macrocytic anemia	None
Abnormal granulocyte count	None
Abnormal platelet volume	None
Refractory anemia with ringed sideroblasts	None
Myelodysplasia with sideroblastosis	None
Reduced antithrombin antigen	None
Prolonged bleeding following circumcision	None
Macrothrombocytopenia	None
Macrothrombozytopenia	None
Refractory sideroblastic anemia	None
Abnormal platelet dense granule secretion	None
increased international normalised ratio	None
Reduced prothrombin activity	None
Increased international normalized ratio	None
Increased INR	None
Reduced factor II activity	None
Prolonged prothrombin time	None
Prolonged PT	None
Low factor II activity	None
Reduced NK cell number	None
Reduced natural killer cell count	None
Reduced natural killer cell number	None
T cell chronic lymphocytic lymphoma/leukemia	None
Prolonged bleeding following procedure	None
Vacuolated blood lymphocytes	None
Enlarged lysosomal vacuoles in lymphocytes	None
Vacuolated lymphocytes	None
Reduction of neutrophil motility	None
Reduced red cell pyruvate kinase activity	None
Reduced erythrocyte pyruvate kinase activity	None
Factor XII deficiency	None
Hageman factor deficiency	None
Reduced factor XII activity	None
Macular haemorrhage	None
Macular hemorrhage	None
Bleeding occurring within the macula lutea of the retina.	None
Folate-responsive megaloblastic anemia	None
Abnormal CD4:CD8 ratio	None
Increased proportion of central memory CD8-positive, alpha-beta T cells	None
Sickled erythrocytes	None
Abnormal eosinophil count	None
Reduced alpha-2-antiplasmin activity	None
Elevated glycated hemoglobin	None
Increased HbA1c levels	None
Elevated glycosylated hemoglobin	None
Elevated HbA1c	None
Elevated hemoglobin A1c	None
Cerebral thrombosis	None
Cerebral vein thrombosis	None
Blood clot in cerebral vein	None
Cerebral venous thrombosis	None
Infection associated neutropenia	None
Cancer of lymphatic system	None
Lymphoma	None
Bone marrow hypercellularity	None
Subdural haematoma	None
Subdural hemorrhage	None
Resistance to activated protein C	None
Activated protein C resistance	None
Abnormal osteoclast count	None
Spherocytosis	None
Increased proportion of effector memory CD8-positive, alpha-beta T cells	None
Hematological neoplasm	None
Blood tumor	None
Abnormal NK cells	None
Abnormality of natural killer cells	None
Abnormal natural killer cell morphology	None
Abnormal neutrophil count	None
Abnormal neutrophil cell number	None
Decreased RBC count	None
Decreased red blood cell count	None
Neutrophilia in absence of infection	None
Bleeding within the skull	None
Intracranial hemorrhage	None
Abnormality of reticulocytes	None
Abnormal reticulocyte morphology	None
Heinz bodies	None
Compensated disseminated intravascular coagulation	None
Chronic disseminated intravascular coagulation	None
Chronic consumption coagulopathy	None
Left shift	None
Increased circulating band form neutrophils	None
Increased circulating band cell count	None
Epidural haematoma	None
Epidural hemorrhage	None
Extradural hematoma	None
Epidural hematoma	None
Extradural haematoma	None
Abnormal proportion of CD4-positive, alpha-beta memory T cells	None
Decreased proportion of CD3-positive T cells	None
Decreased proportion of CD3+ T cells	None
Hypersideremic anemia	None
Sideroblastic anemia	None
Myeloproliferative disorder	None
Increased red cell hemolysis by shear stress	None
Reduced proportion of CD4 T cells	None
Abnormal dense tubular system	None
Decreased proportion of plasmablasts	None
Abnormal granulocytopoietic cell morphology	None
Abnormality of cells of the granulocytic lineage	None
Disseminated intravascular coagulation	None
Abnormality of basophils	None
Abnormal basophil morphology	None
Pyridoxine-responsive sideroblastic anemia	None
Absent natural killer cells	None
Absent NK cells	None
Coagulation abnormality	None
Abnormal blood clotting	None
Coagulation abnormalities	None
Abnormality of coagulation	None
Blood coagulation disorder	None
Abnormal blood coagulation studies	None
Haemorrhagic disorders	None
Methemoglobinemia	None
High white blood count	None
Leukocytosis	None
Elevated white blood count	None
Increased blood leukocyte number	None
Abnormal proportion of CD8+ T cells	None
Abnormal proportion of CD8 T cells	None
B cell lymphopenia	None
Reduction in B cell number	None
Low B cell count	None
B lymphocytopenia	None
Anemia corrected by uridylic acid and cytidylic acid	None
Pyrimidine-responsive megaloblastic anemia	None
Grade II preterm intraventricular hemorrhage	None
Joint haemorrhage	None
Joint hemorrhage	None
Hemarthrosis	None
Bleeding within a joint	None
Hemarthroses	None
Spontaneous joint hemorrhage	None
Hemorrhagic stroke	None
Bleeding in brain	None
Cerebral hemorrhage	None
Intracerebral hemorrhage	None
Prolonged partial thromboplastin time	None
Prolonged activated partial thromboplastin time	None
Delayed thromboplastin generation	None
Abnormal partial thromboplastin time	None
Prolonged PTT	None
Partial thromboplastin time prolonged	None
Abnormal proerythroblast morphology	None
Anisopoikilocytosis	None
Decreased proportion of CD4-positive, alpha-beta memory T cells	None
Reduced beta/alpha synthesis ratio	None
Hemoglobin H	None
HbH hemoglobin	None
Thiamine-responsive megaloblastic anemia	None
Blood group antigen abnormality	None
Juvenile myelomonocytic leukemia	None
Vomitting blood	None
Hematemesis	None
Abnormal platelet granule secretion	None
thrombocytopenia, congenital	None
Congenital thrombocytopenia	None
Decreased proportion of effector memory CD8-positive, alpha-beta T cells	None
Hemoglobin C	None
HbC hemoglobin	None
Hypersegmentation of neutrophil nuclei in peripheral blood	None
Hypersegmentation of neutrophil nuclei	None
Hypermature neutrophils	None
Bone marrow smear shows erythroid hyperplasia	None
Bone marrow biopsy shows erythroid hyperplasia	None
Erythroid hyperplasia	None
Abnormality of bone marrow stromal cells	None
Decreased hemoglobin	None
Anemia	None
Anaemia	None
Low number of red blood cells or hemoglobin	None
Increased hemoglobin	None
Increased Hb	None
Unequal size of red blood cells	None
Anisocytosis	None
Peripheral neutropenia	None
Low blood neutrophil count	None
Low neutrophil count	None
Neutropenia	None
Compensated hemolytic anemia	None
HbS hemoglobin	None
Abnormal Hb concentration	None
Abnormal hemoglobin concentration	None
Abnormal proportion of central memory CD8-positive, alpha-beta T cells	None
Abnormal factor VIII activity	None
Acute lymphoblastic leukemia	None
Acute lymphoid leukemia	None
Acute lymphatic leukemia	None
Acute lymphocytic leukemia	None
Abnormal plasma cell count	None
B Acute Lymphoblastic Leukemia	None
Pre-B-cell acute lymphoblastic leukemia	None
Elevated plasma cell count	None
Intraretinal hemorrhage	None
Reticulocytopenia	None
Abnormal plasmablast proportion	None
Increased neutrophil ribosomes	None
Increased proportion of CD25+ mast cells	None
Abnormality of neutrophil physiology	None
Internal hemorrhage	None
Internal bleeding	None
Increased reticulocyte count	None
Increased immature red blood cells	None
Increased number of immature red blood cells	None
Increased reticulocytes	None
Reticulocytosis	None
Abnormality of neutrophils	None
Abnormality of polymorphonuclear neutrophils	None
Abnormal platelet ATP dense granule secretion	None
Abnormal onset of bleeding	None
Increased proportion of memory B cells	None
Delayed onset bleeding	None
Abnormal alpha granule distribution	None
Increased multinucleated megakaryocyte count	None
Subretinal heme	None
Subretinal hemorrhage	None
Subretinal haemorrhage	None
Elevated proportion of CD4+ effector memory T cells	None
Giant neutrophil granules	None
Large vacuolated foam cells on bone marrow biopsy	None
Bone-marrow foam cells	None
Large vacuolated foam cells ('NP cells') on bone marrow biopsy	None
Bone marrow foam cells	None
Chronic myeloid leukemia	None
Chronic myelocytic leukemia	None
Chronic myelogenous leukemia	None
Acromegalic growth	None
Growth hormone excess	None
Acral hypertrophy	None
Somatotropin excess	None
Acromegaly	None
Decreased glucagon level	None
Decreased serum estrone	None
Decreased circulating androgen level	None
gestational diabetes	None
Maternal diabetes	None
maternal hyperglycemia	None
Glucocorticoid-remediable familial primary aldosteronism	None
Familial primary hyperaldosteronism type 1	None
Dexamethasone-suppressible primary hyperaldosteronism	None
Adrenal gland hypoplasia	None
Hypoplastic adrenal glands	None
Adrenal hypoplasia	None
Small adrenal glands	None
Abnormal circulating insulin level	None
Adrenocorticotropic hormone-resistant adrenal insufficiency	None
ACTH receptor defect	None
ACTHR defect	None
Adrenocorticotropin receptor defect	None
Multiple pancreatic beta-cell adenomas	None
Athyroidal hypothyroidism	None
Thyroid agenesis	None
Increased pineal volume	None
Small adrenal medulla	None
Adrenal medullary hypoplasia	None
High urinary gonadotropin level	None
Neoplasm of the neurohypophysis	None
Neoplasm of the posterior pituitary	None
Decreased circulating dehydroepiandrosterone level	None
Ectopic anterior pituitary gland	None
Abnormality of circulating cortisol level	None
Abnormal plasma renin	None
Abnormal circulating renin	None
Puberty and gonadal disorders	None
Large thyroid	None
Thyroid hyperplasia	None
Neoplasm of the endocrine system	None
Endocrine neoplasia	None
Vagal nerve tumors	None
Glomus vagale tumor	None
Vagal paraganglioma	None
Glomus vagale paraganglioma	None
Fasting hypoglycemia	None
Low blood sugar when fasting	None
Abnormal serum estriol	None
Increased serum parathyroid hormone	None
Elevated circulating PTH level	None
Elevated circulating parathyroid hormone level	None
Elevated serum pth	None
Elevated serum parathyroid hormone	None
Elevated serum parathyroid hormone level	None
Cortical adrenal neoplasia	None
Neoplasm of the adrenal cortex	None
Abnormality of circulating leptin level	None
Low blood aldosterone level	None
Decreased aldosterone	None
Hypoaldosteronism	None
Decreased circulating aldosterone level	None
Decreased aldosterone production	None
Decreased serum aldosterone	None
Mineralocorticoid insufficiency	None
Decreased serum testosterone level	None
Decreased testosterone	None
Low serum testosterone levels	None
Low serum testosterone level	None
Decreased serum testosterone levels	None
Abnormal circulating thyrotropin concentration	None
Abnormal TSH level	None
Abnormal thyrotropin level	None
Abnormal thyroid-stimulating hormone level	None
Thyroid atypical adenoma	None
Abnormality of the menstrual cycle	None
Menstrual abnormalities	None
Neoplasm of the adenohypophysis	None
Neoplasm of the anterior pituitary	None
Neoplasm of the pars anterior	None
Abnormality of adrenal morphology	None
Lingual thyroid	None
Androgen insufficiency	None
Hypoandrogenism	None
Abnormal pineal volume	None
Hashimoto's thyroiditis	None
Chronic lymphocytic thyroiditis	None
Hashimoto thyroiditis	None
Pituitary gonadotropin deficiency	None
Gonadotropin deficiency	None
Lack of gonadotropin-releasing hormone pulsatility	None
Absence of GnRH pulsatility	None
Beta-cell dysfunction	None
Parathyroid dysgenesis	None
High TSH	None
Increased thyrotropin level	None
TSH excess	None
Thyroid-stimulating hormone excess	None
Elevated thyroid stimulating hormone	None
Elevated thyroid stimulating hormone levels	None
Increased thyroid-stimulating hormone	None
Increased thyroid-stimulating hormone level	None
Increased serum thyroid-stimulating hormone	None
Abnormal T3/T4 ratio	None
Underdeveloped pituitary gland	None
Anterior pituitary hypoplasia	None
Hypoplasia of the pituitary gland	None
Abnormal circulating free triiodotyronine concentration	None
Abnormal circulating free T3 concentration	None
Pituitary disease	None
Abnormality of the anterior pituitary	None
Parathyroid disease	None
Abnormality of the parathyroid gland	None
Euthyroid hyperthyroxinemia	None
Asymptomatic hyperthyroxinemia	None
Abnormal adrenal gland position	None
Ectopic adrenal gland	None
Pubertal developmental failure in females	None
Paragangliomas	None
Paraganglioma	None
Carotid body tumors	None
Pancreatic endocrine tumor	None
Light or infrequent menstrual periods	None
Oligomenorrhea	None
Thymus hypoplasia	None
Hypoplasia of the thymus	None
Small thymus	None
Secondary growth hormone deficiency	None
Decreased circulating gonadotropin level	None
Thyroid crisis	None
Hypergastrinemia	None
Elevated gastrin in the blood	None
Increased blood gastrin	None
Menstrual irregularity	None
Menstrual irregularities	None
Adrenal calcification	None
Decreased circulating 18-hydroxycortisone level	None
Thyroid macrofollicular adenoma	None
Underactive thyroid	None
Hypothyroidism	None
Low T4	None
Pulmonary paraglioma	None
Menometrorrhagia	None
Increased plasma AMH	None
Increased antimullerian hormone level	None
Ectopic thyroid gland	None
Abnormal thryoid location	None
Aberrant thyroid	None
Ectopic thyroid	None
Aberrant thyroid gland	None
Heteropic thyroid gland	None
Hyperpituitarism	None
Primary amenorrhea	None
Elevated vascular endothelial growth factor level	None
Tympanic nerve tumor	None
Glomus tympanicum paraganglioma	None
Tympanic nerve tumors	None
Medullary thyroid carcinoma	None
Medullary thyroid cancer	None
Abnormality of circulating glucocorticoid level	None
Elevated calcitonin	None
Low blood cortisol level	None
Decreased cortisol production	None
Low to undetectable plasma cortisol	None
Decreased circulating cortisol level	None
Plasma cortisol low	None
Hypocortisolemia	None
Glucocorticoid insufficiency	None
Hypocortisolism	None
Abnormal circulating follicle-stimulating hormone level	None
Abnormal circulating thyroxine level	None
Anaplastic carcinoma of the skin	None
Merkel cell cancer of the skin	None
Merkel cell skin cancer	None
Neuroendocrine tumor of the skin	None
Cutaneous APUDoma	None
Neuroendocrine carcinoma of the skin	None
Primary small cell carcinoma of the skin	None
Primary undifferentiated carcinoma of the skin	None
Corticotropin deficiency	None
ACTH deficiency	None
Adrenocorticotropic hormone deficiency	None
Thymoma	None
Elevated circulating follicle stimulating hormone level	None
Increased circulating follicle stimulating hormone level	None
Elevated plasma follicle stimulating hormone	None
Elevated follicle stimulating hormone	None
Elevated FSH level	None
Elevated follicle-stimulating hormone	None
Overactive thyroid	None
Hyperthyroidism	None
Thyroid C cell hyperplasia	None
Agenesis of pineal gland	None
Thyroiditis	None
Thyroid gland inflammation	None
Enlarged pituitary gland	None
Pineal cyst	None
Decreased pituitary glycoprotein hormone alpha subunit level	None
Decreased pituitary glycoprotein alpha subunit level	None
Decreased pituitary glycoprotein polypeptide alpha subunit level	None
Decreased circulating corticosterone level	None
Abnormal luteinizing hormone level	None
Increased circulating lutropin	None
Abnormal circulating luteinizing hormone level	None
Growth hormone deficiency	None
Somatotropin deficiency	None
Isosexual precocious puberty	None
Abnormal serum estrone	None
Increased urinary 11-deoxytetrahydrocorticosterone level	None
Abnormal shape of thyroid gland	None
Abnormality of thyroid morphology	None
Maturity-onset diabetes of the young	None
MODY	None
Maturity onset diabetes of the young	None
Fasting hyperinsulinemia	None
High blood insulin levels while fasting	None
Inactivating thyroid-stimulating hormone receptor defect	None
Inactivating TSHR defect	None
Reduced radioactive iodine uptake	None
Increased circulating thyroxine level	None
Abnormal circulating corticosterone level	None
Abnormality of circulating corticosterone level	None
Delayed adrenarche	None
Increased urinary 11-deoxycortisol level	None
Ectopic parathyroid	None
Pituitary dwarfism	None
Thyroid dysgenesis	None
Thyroid dysplasia	None
Increased testosterone	None
High serum testosterone levels	None
High serum testosterone level	None
Increased serum testosterone levels	None
Increased serum testosterone level	None
Abnormal circulating aldosterone	None
Abnormal plasma aldosterone	None
Parathyroid hypoplasia	None
Underdeveloped parathyroid glands	None
Small parathyroid glands	None
Abnormal insulin level	None
Abnormal glucagon level	None
Thyroid hemiagenesis	None
Abnormality of the pituitary gland	None
disorder of pituitary gland	None
Decreased inhibin B level	None
Thyroid hypoplasia	None
Hypoplastic thyroid	None
Glucocortocoid-insensitive primary hyperaldosteronism	None
Familial primary hyperaldosteronism type 2	None
Decreased circulating renin level	None
Decreased plasma renin activity	None
Suppressed plasma renin activity	None
Low plasma renin activity	None
Thyroid microfollicular adenoma	None
Posterior pituitary hypoplasia	None
Neurohypophysis hypoplasia	None
Abnormal response to glucagon stimulation test	None
Delayed pubertal growth	None
Delayed pubertal development	None
Pubertal delay	None
Delayed puberty	None
Thyroid papillary adenoma	None
Atypical pulmonary carcinoid tumor	None
Euthyroid goiter	None
Increased serum estriol	None
Congenital adrenal gland hypoplasia	None
Congenital adrenal hypoplasia	None
Increased serum insulin-like growth factor 1	None
Elevated serum IGF1	None
Increased serum IGF1	None
Primary gonadal insufficiency	None
Polymenorrhea	None
Panhypopituitarism	None
Thyroid follicular hyperplasia	None
Abnormal serum estradiol	None
Increased glucagon level	None
Diabetes mellitus	None
Increased serum estradiol	None
Increased estradiol level	None
Increased serum oestradiol	None
Decreased circulating ACTH level	None
Abnormal circulating deoxycorticosterone level	None
Pheochromocytoma, extraadrenal	None
Extraadrenal pheochromocytoma	None
Type I diabetes	None
Type I diabetes mellitus	None
Insulin-dependent diabetes mellitus	None
Diabetes mellitus Type I	None
Type 1 diabetes	None
Juvenile diabetes mellitus	None
Adrenal gland agenesis	None
Corticotropin-secreting pituitary adenoma	None
ACTH-producing pituitary adenoma	None
Pituitary corticotropic cell adenoma	None
Abnormality of the renin-aldosterone axis	None
Abnormality of renin-angiotensin system	None
Elevated circulating 17-hydroxyprogesterone	None
Elevated circulating 17-OHP	None
Pituicytoma	None
Lung carcinoid tumor	None
Pulmonary carcinoid tumor	None
Transient neonatal diabetes mellitus	None
Absence of pubertal development	None
Secondary hyperaldosteronism	None
Hyperreninemic hyperaldosteronism	None
Tertiary hyperparathyroidism	None
Premature adrenarche	None
Abnormality of adrenal physiology	None
Ectopic thymus tissue	None
Abnormal thymus position	None
Macroprolactinoma	None
Hypogonadism, female	None
Female hypogonadism	None
Excessive insulin response to glucagon test	None
Increased LH response to gonadotropin-releasing hormone stimulation test	None
Thyrotoxicosis from ectopic thyroid tissue	None
Decreased circulating parathyroid hormone level	None
Decreased circulating PTH level	None
Decreased serum parathyroid hormone	None
Decreased serum parathyroid hormone level	None
Decreased serum PTH	None
Hypoinsulinemia	None
Early onset of puberty in males	None
Precocious puberty in males	None
Male precocious puberty	None
Thymus hyperplasia	None
Thymic hyperplasia	None
Enlarged thymus	None
Adrenocortical hypoplasia	None
Small adrenal cortex	None
Decreased T3/T4 ratio	None
Pancreatic islet cell adenoma	None
Primary hypothyroidism	None
Absent thymus	None
Athymia	None
Absent thymic shadow	None
Lack of thymic shadow	None
Aplasia of the thymus	None
Secondary hypercortisolism	None
ACTH-dependent hypercortisolemia	None
Hypothalamic gonadotropin-releasing hormone deficiency	None
Hypothalamic GNRH deficiency	None
Secretory adrenal adenoma	None
Secretory adrenocortical adenoma	None
Increased T3/T4 ratio	None
Abnormality of the neurohypophysis	None
Abnormality of the posterior pituitary	None
Central hypothyroidism	None
Primary hyperaldosteronism	None
Abnormal adiponectin level	None
Abnormal hypothalamus physiology	None
Neonatal insulin-dependent diabetes mellitus	None
Thyroid-stimulating hormone receptor defect	None
Impaired sensitivity to thyroid stimulating hormone	None
TSHR defect	None
Abnormality of the parathyroid morphology	None
Anterior pituitary dysgenesis	None
Adenohypophysis	None
Macronodular adrenal hyperplasia	None
Early onset of puberty	None
Precocious puberty	None
Early puberty	None
Increased circulating procalcitonin level	None
Pituitary resistance to thyroid hormone	None
Neonatal hypoparathyroidism	None
Congenital hypoparathyroidism	None
Decreased serum estriol	None
Abnormal circulating androgen level	None
Abnormal radioactive iodine uptake test result	None
Premature thelarche	None
Premature breast development	None
Reduced pancreatic beta cells	None
Mineralocorticoid excess	None
Increased aldosterone	None
Elevated plasma aldosterone	None
Hyperaldosteronism	None
Increased aldosterone production	None
Abnormality of endocrine pancreas physiology	None
Neoplasm of the thymus	None
Uninodular goiter	None
Impaired cortisol response to corticotropin releasing hormone stimulation test	None
Type 2 diabetes	None
Noninsulin-dependent diabetes	None
Type II diabetes mellitus	None
Diabetes mellitus, noninsulin-dependent	None
Diabetes mellitus Type II	None
Noninsulin-dependent diabetes mellitus	None
Noninsulin dependent diabetes mellitus	None
Diabetes mellitus type 2	None
Type II diabetes	None
Non-insulin dependent diabetes	None
NIDDM	None
NIDDM diabetes mellitus	None
Decreased serum insulin-like growth factor 1	None
Pheochromocytoma, adrenal	None
Adrenal pheochromocytoma	None
Pheochromocytomas, adrenal	None
Atrophic pituitary gland	None
Pituitary gland atrophy	None
Atrophic pituitary	None
Abnormality of the breast	None
Enlarged male breast	None
Gynaecomastia	None
Gynecomastia	None
Hypoplastic nipples	None
Small nipples	None
Nipple hypoplasia	None
accessory mamilla	None
accessory mamillas	None
Supernumerary nipples	None
Accessory nipples	None
Increased nipple number	None
Accessory nipple	None
Supernumerary nipple	None
Athelia	None
Absent nipple	None
Absent nipples	None
Low-set nipples	None
Breast carcinoma	None
Breast cancer	None
Inverted nipples	None
Invaginated nipples	None
Underdeveloped breasts	None
Breast hypoplasia	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely spaced nipples	None
Widely-spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Multifocal breast carcinoma	None
Multifocal breast cancer	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Nipples absent or rudimentary	None
Aplasia/Hypoplasia of the nipples	None
Absent/rudimentary nipples	None
Absent/underdeveloped breasts	None
Aplasia/Hypoplasia of the breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Gigantomastia	None
Macromastia	None
Breast hypertrophy	None
Hypertrophy of the breasts	None
Breast fibroadenoma	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
One underdeveloped breast	None
Unilateral breast hypoplasia	None
Two underdeveloped breasts	None
Bilateral breast hypoplasia	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormally dry skin in the area of the nipple of the breast.	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Neoplasia of the breast	None
Tumours of the breast	None
Breast tumor	None
Neoplasm of the breast	None
Breast aplasia	None
Congenital absence of breast	None
Absent breast	None
Mammary gland aplasia	None
Galactorrhea	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Hypoplastic areolae	None
Hypoplastic areola	None
Conjunctival telangiectases	None
Conjunctival telangiectasia	None
Telangiectasia, conjunctival	None
Small dilated blood vessels near membrane covering front of eye and eyelids	None
Abnormality of nasalis muscle	None
Facial palsy caused by overgrowth of cranial bones	None
Facial palsy secondary to hypertrophy of cranial bones	None
Facial palsy caused by enlargement of cranial bones	None
Facial palsy secondary to cranial hyperostosis	None
Facial palsy caused by excessive growth of facial bones	None
Nasal hypoplasia	None
Hypoplastic nose	None
Shortened nose	None
Small nose	None
Decreased length of nose	None
Short nose	None
Tongue edema	None
Lower eyelid laxity	None
Cogan eyelid twitch	None
Eyelid twitch	None
Lid twitch	None
Cogan lid twitch	None
Periorbital wrinkling	None
Periorbital rhytids	None
Periorbital wrinkles	None
Wrinkles around the eyes	None
Excess periorbital skin wrinkling	None
Abnormal morphology of the musculature of the neck	None
Neck muscle issue	None
Abnormality of cervical musculature	None
Abnormality of the musculature of the neck	None
Pigmentation of eyelids	None
Dark eyelids	None
Hyperpigmentation of eyelids	None
Brown eyelids	None
Flat bridge of nose	None
Low nasal root	None
Flat, nasal bridge	None
Retruded nasal bridge	None
Depressed nasal root/bridge	None
Concave nasal bridge	None
Low nasal bridge	None
Concave bridge of nose	None
Depressed bridge of nose	None
Depressed nasal root	None
Flat nasal root	None
Retruded bridge of nose	None
Depressed nasal bridge	None
Flattened nasal bridge	None
Flat nasal bridge	None
Double upper lip	None
Duplication of the upper lip	None
Increased volume of upper lip vermilion	None
Thick upper lip vermilion	None
Thick red part of the upper lip	None
Thick upper lip	None
Plump upper lip	None
Full upper lip vermilion	None
Thick vermilion border of upper lip	None
Increased height of upper lip vermilion	None
Increased volume of upper lip	None
Prominent upper lip	None
Full upper lip	None
Prominent upper lip vermilion	None
Skull soft on palpation	None
Decreased calvarial ossification	None
Undermineralized calvarium	None
Poorly ossified calvaria	None
Poorly ossified calvarium	None
Soft calvaria	None
Soft skullcap	None
Bone loss around teeth	None
Alveolar bone loss around teeth	None
Meningism	None
Nuchal rigidity	None
Abnormality of the scalp hair	None
Microdontia	None
Small teeth	None
Decreased width of tooth	None
Small tooth	None
Decreased size of tooth	None
Hypotrophic tooth	None
Alveolar synechiae	None
Fusion of the alveolar ridges	None
Fibrous syngnathia	None
Increased size of premaxilla	None
Hyperplasia of the primary palate bone	None
Hyperplasia of the intermaxillary bone	None
Hyperplasia of the premaxilla	None
Increased size of the primary palate bone	None
Premaxillary excess	None
Primary palate bone excess	None
Large premaxilla	None
Large primary palate bone	None
Big head	None
Big calvaria	None
Increased size of skull	None
Big skull	None
Megacephaly	None
Large head	None
Increased size of head	None
Large head circumference	None
Macrocephaly	None
Increased size of cranium	None
Large skull	None
Large calvaria	None
Large cranium	None
Big cranium	None
Macrocrania	None
Abnormality of central retinal artery	None
Abnormally shaped teeth	None
Malformed teeth	None
Misshapen teeth	None
Abnormality of dental shape	None
Abnormality of shape of tooth	None
Abnormality of dental morphology	None
Misshapened teeth	None
Malformation of teeth	None
Dental deformity	None
Deformity of teeth	None
Dental malformations	None
Periorbital dermoid cyst	None
Mastoiditis	None
Abnormality of the bridge of the nose	None
Deformity of the bridge of the nose	None
Deformity of the nasal bridge	None
Abnormality of the nasal bridge	None
Malformation of the nasal bridge	None
Malformation of the bridge of the nose	None
Abnormality of the nasal root	None
Infra-orbital fold	None
Dennie-Morgan fold	None
Infraorbital fold	None
Abnormality of risorius muscle	None
Halitosis	None
Foetor ex ore	None
Bad breath	None
Abnormality of jaw muscles	None
Foetor hepaticus	None
Fetor hepaticus	None
Abnormal philtrum	None
Abnormality of the paralabial region	None
Abnormality of the philtrum	None
Abnormality of the infranasal depression	None
Periorbital swelling	None
Puffy eyes	None
Swelling around the eyes	None
Periorbital cellulitis	None
Puffiness around the eyes	None
Periorbital edema	None
Decreased head circumference	None
Decreased palatal width	None
Narrow palate	None
Narrow roof of mouth	None
Decreased transverse dimension of palate	None
Unilateral cleft palate	None
Unilateral palatoschisis	None
One sided cleft palate	None
Anomaly of the parotid gland	None
Abnormal parotid gland morphology	None
Abnormality of parotid gland	None
Absence of Stensen duct	None
Failure of development of stensen duct	None
Failure of development of parotid duct	None
Missing parotid duct	None
Agenesis of parotid duct	None
Missing stensen duct	None
Absent stensen duct	None
Absence of parotid duct	None
Agenesis of stensen duct	None
Underdeveloped nasopharyngeal adenoids	None
Hypoplastic nasopharyngeal adenoids	None
Notched front deciduous tooth	None
Notched front primary tooth	None
Hutchinson's teeth	None
Hutchinson's sign	None
Notched primary central incisor	None
Notched front baby tooth	None
Syphilitic primary incisor	None
Hutchinson's incisor	None
Hutchinson-boeck teeth	None
Nasolacrimal sac papilloma	None
Anomaly of the nasal skeleton	None
Deformity of the nasal skeleton	None
Malformation of the bones of the nose	None
Distortion of the bones of the nose	None
Malformation of the nasal skeleton	None
Distortion of the nasal skeleton	None
Deformity of the bones of the nose	None
Abnormality of the nasal skeleton	None
Underdeveloped dental roots	None
Short tooth roots	None
Decreased length of tooth roots	None
Decreased length of dental roots	None
Short dental roots	None
Underdeveloped tooth roots	None
Sinusitis, recurrent	None
Recurrent sinus disease	None
Recurrent sinusitis	None
Eyelid synechiae	None
Ankyloblepharon filiforme adnatum	None
Ankyloblepharon	None
Adhesion of eyelids	None
Eyelids stuck together	None
Abnormal levator palpebrae superioris morphology	None
Hypoplastic philtrum	None
Small philtrum	None
Preauricular fibroepithelial polyp	None
Preauricular tag	None
Preauricular tags	None
Skin tag in front of the ear	None
Preauricular skin tags	None
Preauricular skin tag	None
Periauricular skin tag	None
Skin tag on the posterior cheek	None
Preauricular acrochordon	None
Ear tag	None
Crowded upper incisors	None
Crowded upper front teeth	None
Crowded maxillary incisors	None
Overlapped upper front teeth	None
Overlapped maxillary incisors	None
Premature loss of primary teeth	None
Early loss of deciduous teeth	None
Premature exfoliation of deciduous teeth	None
Premature loss of deciduous teeth	None
Early loss of baby teeth	None
Premature exfoliation of primary teeth	None
Premature deciduous tooth loss	None
Early loss of primary teeth	None
Premature loss of baby teeth	None
Decreased width of nasal septum	None
Narrow septum of nose	None
Thin septum of nose	None
Narrow nasal septum	None
Thin nasal septum	None
Abnormality of frontal sinus	None
Abnormality of sinus frontalis	None
Abnormality of the forehead sinus	None
Fixed facial expression	None
Unchanging facial expression	None
Dens invaginatus	None
Dens in dente	None
Tooth within a tooth	None
Epicanthus palpebralis	None
Branchial cleft fistula	None
Branchial fistula	None
Excess nuchal skin	None
Thickened skin folds of neck	None
Thickened skin over the neck	None
Increased nuchal fold thickness	None
Thickened nuchal skin fold	None
Thickened nuchal skin	None
Pharyngitis, recurrent	None
Recurrent sore throat	None
Recurrent pharyngitis	None
Aplasia of frontal sinus	None
Absent frontal sinuses	None
Absent frontal sinus	None
Absence of frontal sinuses	None
