Inguinal hernia	HP:0000023
Corticotropin deficiency	None
ACTH deficiency	None
Adrenocorticotropic hormone deficiency	None
Decreased circulating parathyroid hormone level	None
Decreased circulating PTH level	None
Decreased serum parathyroid hormone	None
Decreased serum parathyroid hormone level	None
Decreased serum PTH	None
Central diabetes insipidus	None
Neurohypophyseal diabetes insipidus	None
Hypothalamic luteinizing hormone-releasing hormone deficiency	None
Elevated circulating catecholamine level	None
Mineralocorticoid excess	None
Increased aldosterone	None
Elevated plasma aldosterone	None
Hyperaldosteronism	None
Increased aldosterone production	None
Tympanic nerve tumor	None
Glomus tympanicum paraganglioma	None
Tympanic nerve tumors	None
Thyroid adenoma	None
Inactivating thyroid-stimulating hormone receptor defect	None
Inactivating TSHR defect	None
Parathyroid agenesis	None
Parathyroid aplasia	None
Parathyroid absence	None
Large thyroid	None
Thyroid hyperplasia	None
Thymic hypoplasia or aplasia	None
Absent/small thymus	None
Absent/underdeveloped thymus	None
Aplasia/Hypoplasia of the thymus	None
Thyroid-stimulating hormone receptor defect	None
Impaired sensitivity to thyroid stimulating hormone	None
TSHR defect	None
Neoplasm of the endocrine system	None
Endocrine neoplasia	None
Prolactin deficiency	None
Reduced circulating prolactin concentration	None
Decreased circulating osteocalcin level	None
Hypermenorrhea	None
Abnormally heavy bleeding during menstruation	None
Menorrhagia	None
Thyrotoxicosis with diffuse goiter	None
Thyrotoxicosis with diffuse goitre	None
Chromaffin tumors	None
Pheochromocytoma	None
Small adrenal medulla	None
Adrenal medullary hypoplasia	None
Adrenal gland dysplasia	None
Dysplastic adrenal glands	None
Adrenal gland dysgenesis	None
Parathyroid hypoplasia	None
Underdeveloped parathyroid glands	None
Small parathyroid glands	None
Increased circulating thyroxine level	None
Elevated calcitonin	None
Abnormal serum testosterone level	None
Abnormal testosterone level	None
Noncancerous tumor in pituitary gland	None
Pituitary adenoma	None
Sagging uterus	None
Uterine prolapse	None
Increased volume of facial adipose tissue	None
Facial fat hypertrophy	None
Facial fat hyperplasia	None
Increased facial adipose tissue	None
Hyperplasia of facial adipose tissue	None
Increased amount of facial fat	None
Hypertrophy of facial adipose tissue	None
Increased amount of facial adipose tissue	None
Abnormality of facial fat	None
Malformation of facial adipose tissue	None
Deformity of facial adipose tissue	None
Abnormality of facial adipose tissue	None
Decreased amount of facial fat	None
Decreased amount of facial adipose tissue	None
Loss of facial adipose tissue	None
Decreased volume of facial adipose tissue	None
Loss of facial subcutaneous adipose tissue	None
Loss of subcutaneous adipose tissue from face	None
Loss of facial fat	None
Increased fat around the neck	None
Increased adipose tissue around the neck	None
Corneal scarring	None
Enamel abnormalities	None
Abnormality of dental enamel	None
Enamel abnormality	None
Abnormal tooth enamel	None
Malformation of dental enamel	None
Defective tooth enamel	None
Malformation of tooth enamel	None
Dystrophic tooth enamel	None
Grayish enamel	None
Gray colored tooth enamel	None
Gray tooth shade	None
Greyish enamel	None
Teeth with thin dentin and large pulp chambers	None
Teeth with dentinal dysplasia	None
Shell teeth	None
Teeth with type iii dentinogenesis imperfecta	None
Dentinogenesis imperfecta	None
Amelogenesis imperfecta	None
Diaphragmatic hernia	None
Congenital diaphragmatic hernia	None
Chondrocalcinosis	None
Calcium deposits in joints	None
Atypical scarring	None
Atypical scarring of skin	None
Abnormality of subcutaneous fat tissue	None
Abnormality of fatty tissue below the skin	None
Lipomas	None
Lipomatosis	None
Multiple lipomas	None
Multiple fatty lumps	None
Subcutaneous lipoma	None
Cigarette-paper scars	None
Cigarette paper scarring	None
'cigarette paper scarring'	None
Thin, atrophic scars	None
Sunken or indented skin due to damage	None
Atrophic scars	None
Camptodactyly of 2nd-5th fingers	None
Interphalangeal joint flexion contractures	None
Interphalangeal joint contracture of finger	None
Wrist flexion deformity	None
Wrist contracture	None
Wrist flexion contracture	None
Flexion contracture	None
Flexion contractures	None
Contractures	None
Flexion contractures of joints	None
Joint contractures	None
Flexed joint that cannot be straightened	None
Joint contracture	None
Contracture	None
Achilles tendon contractures	None
Tight achilles tendon	None
Achilles tendon contracture	None
Contractures of the Achilles tendon	None
Shortening of the achilles tendon	None
Camptodactyly of feet	None
Camptodactyly of toe	None
congenital contractures	None
Congenital joint contractures	None
Congenital contracture	None
Arthrogryposis	None
Arthrogryposis, congenital	None
Arthrogryposis multiplex	None
Arthrogryposis multiplex congenita	None
Multiple congenital contractures	None
Multiple joint contractures	None
Fixed flexion at the elbow joint	None
Contractures of the elbows	None
Contractures of elbows	None
Elbow contracture	None
Elbow contractures	None
Contracture of elbow joint	None
Elbow flexion contracture	None
Elbow flexion contractures	None
Elbow flexion deformity	None
Shoulder flexion contracture	None
Hamstring contractures	None
Limb joint contracture	None
Limb contractures	None
Flexion contractures of hips	None
Hip contractures	None
Hip flexion contractures	None
Flexion contracture of hips	None
Hip contracture	None
Abnormality of connective tissue	None
Loss of fat tissue below the skin in limbs	None
Loss of subcutaneous adipose tissue in limbs	None
Loss of subcutaneous adipose tissue from extremities	None
Minimal subcutaneous fat	None
Minimal fat below the skin	None
Reduced subcutaneous adipose tissue	None
Reduced subcutaneous fat	None
Decreased subcutaneous adipose tissue	None
Scanty adipose tissue	None
Reduced fat tissue below the skin	None
Decreased subcutaneous fat	None
Reduced intrathoracic adipose tissue	None
Hair loss on scalp from scarring condition	None
Cicatricial alopecia	None
Scarring alopecia of scalp	None
Inability to touch chin to chest	None
Contracture of post-cervical muscles	None
Decreased cervical spine flexion due to contractures of posterior cervical muscles	None
Polyarticular chondrocalcinosis	None
Lack of facial subcutaneous fat	None
Lack of facial fat below the skin	None
Arthrogryposis-like hand anomaly	None
Bilateral camptodactyly	None
Dupuytren contracture	None
Distal arthrogryposis	None
Congenital foot contractures	None
Contractures, lower limbs	None
Contractures of the joints of the lower limbs	None
Contractures of the large joints	None
Flexion contracture of toe	None
Toe contractures	None
Contractures involving the toes	None
Contractures of the toes	None
Congenital foot contraction deformities	None
Joint contractures, progressive	None
Progressive flexion contractures	None
Congenital finger contractures	None
Congenital finger flexion contractures	None
Loss of fat around neck	None
Loss of adipose tissue around the neck	None
Decreased adipose tissue around neck	None
Restricted neck mobility due to contractures	None
Neck flexion contracture	None
Restricted neck movement due to contractures	None
Generalized hypoplasia of tooth enamel	None
Generalized dysplasia of tooth enamel	None
Generalized hypoplasia of dental enamel	None
Decreased enamel mineralisation	None
Mottled tooth enamel	None
Hypomineralization of enamel	None
Fluorosis of tooth enamel	None
Increased porosity of tooth enamel	None
White spot lesions of tooth enamel	None
Poorly mineralized tooth enamel	None
Thin dental enamel	None
Dysplasia of tooth enamel	None
Thin tooth enamel	None
Enamel dysplasia	None
Dental enamel hypoplasia	None
Defective enamel matrix	None
Hypoplasia of tooth enamel	None
Underdeveloped teeth enamel	None
Enamel hypoplasia	None
Hypoplasia of dental enamel	None
Adductor longus contractures	None
Inability to straighten knee	None
Knee contracture	None
Flexion contractures at both knees	None
Flexion contractures of knees	None
Flexion contracture of knees	None
Contractures of the knees	None
Knee flexion contractures	None
Knee flexion deformity	None
Knee flexion contracture	None
Contractures of knees	None
Flexion deformity of the knee	None
Knee contractures	None
Contractures of the ankles	None
Ankle flexion contracture	None
Ankle contracture	None
Ankle contractures	None
Cutaneous angiolipomas	None
Midline CNS lipomas	None
Midline central nervous system lipomas	None
Lipoma of corpus callosum	None
Absent fat below the skin	None
Lack of fatty tissue below the skin	None
Absence of subcutaneous fat	None
General absence of subcutaneous fat	None
Yellow subcutaneous tissue covered by thin, scaly skin	None
Frontal cutaneous lipoma	None
Abnormal subcutaneous fat tissue distribution	None
Abnormal fat tissue distribution below the skin	None
Painful subcutaneous lipomas	None
Painful noncancerous fat tissue tumor under the skin	None
Chorioretinal scar	None
Plantar flexion contractures	None
Contractures of the foot joints	None
Contractures involving the joints of the feet	None
Adipose tissue loss	None
Loss of fat tissue	None
Increased IM fat	None
Increased intramuscular fat	None
Increased intraabdominal fat	None
Loss of truncal subcutaneous adipose tissue	None
Loss of truncal adipose tissue	None
Loss of subcutaneous truncal adipose tissue	None
Loss of fat tissue in trunk	None
Increased fat below the skin in trunk	None
Increased subcutaneous truncal adipose tissue	None
Loss of fat tissue below the skin in gluts	None
Loss of gluteal subcutaneous adipose tissue	None
Facial fat wasting	None
Progressive loss of facial fat	None
Progressive loss of facial subcutaneous adipose tissue	None
Facial fat atrophy	None
Progressive loss of facial adipose tissue	None
Progressive loss of subcutaneous adipose tissue from face	None
Loss of subcutaneous adipose tissue from face, progressive	None
Atrophy of facial adipose tissue	None
Increased connective tissue	None
Loss of fat tissue below the skin from upper limbs	None
Loss of subcutaneous adipose tissue from upper limbs	None
Congenital generalized lipodystrophy	None
Generalized lipodystrophy	None
Lipodystrophy, generalized	None
Abnormality of fatty tissue	None
Abnormal adipose tissue morphology	None
Abnormality of fat tissue	None
Abnormality of adipose tissue	None
Lipodystrophy	None
Inability to make and keep healthy fat tissue	None
Increased adipose tissue	None
Increased fat tissue	None
Fifth finger camptodactyly	None
Joint contracture of the 5th finger	None
Contracture of the distal interphalangeal joint of the 5th finger	None
5th finger camptodactyly	None
Contracture of the proximal interphalangeal joint of the 5th finger	None
Contracture of the metacarpophalangeal joint of the 5th finger	None
Joint contracture of the 4th finger	None
Joint contractures of the fourth finger	None
Contracture of the distal interphalangeal joint of the 4th finger	None
Camptodactyly of the ring finger	None
Camptodactyly of the 4th finger	None
Contracture of the proximal interphalangeal joint of the 4th finger	None
4th finger camptodactyly	None
Contracture of the metacarpophalangeal joint of the 4th finger	None
Joint contracture of the 3rd finger	None
Camptodactyly of middle finger	None
Contracture of the outermost hinge joint of the 3rd finger	None
Contracture of the distal interphalangeal joint of the 3rd finger	None
Contracture of the metacarpophalangeal joint of the 3rd finger	None
Camptodactyly of the third finger	None
Contracture of the proximal interphalangeal joint of the 3rd finger	None
Camptodactyly of the 3rd finger	None
Contractures of the hands	None
Joint contracture of the hand	None
Contractures involving the hands	None
Joint contractures of the 2nd finger	None
Flexion contracture of the 2nd finger	None
Contracture of the distal interphalangeal joint of the 2nd finger	None
Contracture of the metacarpophalangeal joint of the 2nd finger	None
Camptodactyly of 2nd finger	None
Contracture of the proximal interphalangeal joint of the 2nd finger	None
Camptodactyly of index finger	None
Camptodactyly of second finger	None
Joint contractures of the thumb	None
Flexion contracture of thumb	None
Contracture of thumb	None
Flexion deformities of thumbs	None
Contractures of the carpometacarpal joint of the thumb	None
Contractures of the metacarpophalangeal joint of the thumb	None
Interphalangeal extension contractures of thumbs	None
Contractures of the interphalangeal joint of the thumb	None
Contracture of the distal interphalangeal joint of the fingers	None
Shagreen patch	None
Dental enamel pits	None
Tooth enamel pits	None
Pitting of tooth enamel	None
Dental enamel pitting	None
Flexion contracture of the hallux	None
Joint contracture of the big toe	None
Joint contracture of the hallux	None
Contracture of the tarsometatarsal joint of the hallux	None
Contracture of the interphalangeal joint of the hallux	None
Contractures of the metatarsophalangeal joint of the hallux	None
Flexion contracture of the 2nd toe	None
Joint contractures of the 2nd toe	None
Joint contractures of the 3rd toe	None
Flexion contracture of 3rd toe	None
Joint contractures of the 4th toe	None
Flexion contracture of the 4th toe	None
Flexion contracture of the 5th toe	None
Joint contractures of the 5th toe	None
Keloids	None
Dentinogenesis imperfecta of baby teeth	None
Dentinogenesis imperfecta limited to primary teeth	None
Dentin dysplasia	None
Localized hypoplasia of dental enamel	None
Localized dysplasia of tooth enamel	None
Localized hypoplasia of tooth enamel	None
Decreased enamel calcification	None
Hypocalcification of dental enamel	None
Poorly calcified tooth enamel	None
Soft teeth	None
Hypomature dental enamel	None
Immature tooth enamel	None
Soft tooth enamel	None
Dentinogenesis imperfecta of primary and permanent teeth	None
Dentinogenesis imperfecta of adult and baby teeth	None
Dentinogenesis imperfecta of both sets of teeth	None
Lipomatous tumor	None
Fatty lump	None
Lipoma	None
Noncancerous fatty lump	None
Sacral lipoma	None
Liposarcoma	None
Myxoid liposarcoma	None
Permanent flexion of the finger or toe	None
Camptodactyly	None
Bilateral wrist flexion contracture	None
Bilateral wrist contracture	None
Unilateral wrist flexion contracture	None
Unilateral wrist contracture	None
Inflammation of adipose tissue	None
Panniculitis	None
Inflammation of fat tissue	None
Flexion contracture of finger	None
Flexion deformity of finger	None
Disciform macular scar	None
Reduced intraabdominal adipose tissue	None
Posterolateral diaphragmatic hernia	None
Bochdalek hernia	None
Morgagni hernia	None
Morgagni diaphragmatic hernia	None
Central diaphragmatic hernia	None
Central hernia	None
Dorsocervical fat pad	None
Buffalo hump	None
Diet-resistant subcutaneous adipose tissue	None
Diet-resistant subcutaneous adipose tissue below waist	None
Flexion contracture of digit	None
Bethlem phenomenon	None
Bethlem sign	None
Contracture of proximal interphalangeal joints of 2nd-5th fingers	None
Adipocyte hypertrophy	None
Fat cell hypertrophy	None
Lipoma of the tongue	None
Tongue lipoma	None
Widened atrophic scar	None
Lower extremity subcutanous fat hypertrophy	None
Musculotendinous retraction	None
Decreased fat tissue	None
Decreased adipose tissue	None
Fatty tumors on the eyelids.	None
Lipomas of eyelids	None
Eosinophilic fasciitis	None
Lipomas of the central nervous system	None
Multiple central nervous system lipomas	None
Camptodactyly of the 2nd toe	None
Contracture of the proximal interphalangeal joint of the 2nd toe	None
Camptodactyly of the second toe	None
Contracture of the proximal interphalangeal joint of the 3rd toe	None
Camptodactyly of the 3rd toe	None
Camptodactyly of the fourth toe	None
Camptodactyly of the 4th toe	None
Contracture of the proximal interphalangeal joint of the 4th toe	None
Contracture of the innermost hinge joint of the 4th toe	None
Camptodactyly of the fifth toe	None
Camptodactyly of the 5th toe	None
Contractures of the proximal interphalangeal joint of the 5th toe	None
Contracture of the distal interphalangeal joint of the second toe	None
Contracture of the distal interphalangeal joint of the 2nd toe	None
Contracture of the distal interphalangeal joint of the 3rd toe	None
Contracture of the distal interphalangeal joint of the 4th toe	None
Contractures of the distal interphalangeal joint of the 5th toe	None
Contracture of the outermost hinge joint of the 5th toe	None
Contracture of the metatarsophalangeal joint of the 2nd toe	None
Contracture of the metatarsophalangeal joint of the 3rd toe	None
Contracture of the metatarsophalangeal joint of the 4th toe	None
Contracture of the metatarsophalangeal joint of the 5th toe	None
Contractures of the joints of the upper limbs	None
Camptodactyly of finger	None
Permanent flexion of the finger	None
Camptodactyly of hands	None
Proximal interphalangeal finger joint contractures	None
Contractures of the proximal interphalangeal joints of the fingers	None
Camptodactyly of proximal interphalangeal joint	None
Flexion contractures of proximal interphalangeal joints	None
Joint contractures involving the joints of the feet	None
Abnormality of the fascia	None
Inflammation of the fascia	None
Fasciitis	None
Lipoatrophy	None
Atrophy of fat	None
Loss of fat tissue in localized area	None
Bacterial infection of skin	None
Skin infection	None
Cellulitis	None
Vaginal hernia	None
Abnormal Sharpey fiber morphology	None
Abnormality of Sharpey fibers	None
Enthesis abnormality	None
Inflammation of sharpey fibers	None
Enthesitis	None
Lipedema	None
Scar tissue	None
Scarring	None
Abnormality of the cementum	None
Hernias	None
Hernia	None
Urethrocele	None
Genital hernia	None
Atrophodermia vermiculata	None
Vermiculata atrophoderma	None
Congenital mesoblastic nephroma	None
Connective tissue nevi	None
Tumor of fatty tissue	None
Neoplasm of fatty tissue	None
Macular scar	None
Macular scarring	None
Abnormality of tooth hard tissue	None
Abnormality of odontoid tissue	None
Abnormality of hard tissues of teeth	None
Abnormality of the breast	None
Enlarged male breast	None
Gynaecomastia	None
Gynecomastia	None
Hypoplastic nipples	None
Small nipples	None
Nipple hypoplasia	None
accessory mamilla	None
accessory mamillas	None
Supernumerary nipples	None
Accessory nipples	None
Increased nipple number	None
Accessory nipple	None
Supernumerary nipple	None
Athelia	None
Absent nipple	None
Absent nipples	None
Low-set nipples	None
Breast carcinoma	None
Breast cancer	None
Inverted nipples	None
Invaginated nipples	None
Underdeveloped breasts	None
Breast hypoplasia	None
Abnormal nipple morphology	None
Abnormality of the nipple	None
Prominent nipples	None
Widely spaced nipples	None
Widely-spaced nipples	None
Wide-spaced nipples	None
Wide intermamillary distance	None
Multifocal breast carcinoma	None
Multifocal breast cancer	None
Absent/small nipples	None
Absent/underdeveloped nipples	None
Nipples absent or rudimentary	None
Aplasia/Hypoplasia of the nipples	None
Absent/rudimentary nipples	None
Absent/underdeveloped breasts	None
Aplasia/Hypoplasia of the breasts	None
Absent/small breasts	None
Asymmetry of the breasts	None
Gigantomastia	None
Macromastia	None
Breast hypertrophy	None
Hypertrophy of the breasts	None
Breast fibroadenoma	None
Breast fibroadenomas	None
Fibroadenoma of the breast	None
One underdeveloped breast	None
Unilateral breast hypoplasia	None
Two underdeveloped breasts	None
Bilateral breast hypoplasia	None
Ductal carcinoma in situ	None
Lobular carcinoma in situ	None
Abnormal breast morphology	None
Abnormal breast physiology	None
Lactation incapacity	None
Agalactia	None
Dry nipple	None
Abnormally dry skin in the area of the nipple of the breast.	None
Abnormal areolar morphology	None
Areolar fullness	None
Breast lump	None
Breast mass	None
Abnormal intermamillary distance	None
Short intermamillary distance	None
Neoplasia of the breast	None
Tumours of the breast	None
Breast tumor	None
Neoplasm of the breast	None
Breast aplasia	None
Congenital absence of breast	None
Absent breast	None
Mammary gland aplasia	None
Galactorrhea	None
Spontaneous milk flow from breast	None
Galactorrhoea	None
Hypoplastic areolae	None
Hypoplastic areola	None
Abnormality of the midnasal cavity	None
Saggy upper eyelid skin	None
Blepharochalasis	None
Large elongated pulp chamber	None
Taurodontia	None
Taurodontism	None
Taurodont	None
Low frontal hairline	None
Low-set frontal hairline	None
Low anterior hairline	None
Abnormally small cranium	None
Small head circumference	None
Small skull	None
Decreased size of skull	None
Reduced head circumference	None
Abnormally small head	None
Decreased size of cranium	None
Microcephaly	None
small cranium	None
Small head	None
Decreased size of head	None
Abnormally small skull	None
small calvarium	None
Decreased circumference of cranium	None
Tessier number 5 facial cleft	None
Partial double eyebrow	None
Partial duplication of eyebrows	None
Short philtrum	None
Decreased length of philtrum	None
Vertical hypoplasia of philtrum	None
Decreased vertical dimension of philtrum	None
Decreased height of philtrum	None
Palate edema	None
Palatal edema	None
Limited neck mobility	None
Limitation of neck motion	None
Restricted neck movement	None
Abnormal eyelid movement	None
Increased width of permanent upper central incisor	None
Hyperplasia of permanent maxillary central incisor	None
Prominent upper incisors	None
Macrodontia of permanent maxillary central incisor	None
Prominent, protruding upper incisors	None
Increased size of permanent maxillary central incisor	None
Large permanent maxillary central incisor	None
Increased width of permanent maxillary central incisor	None
Long maxillary central incisors	None
Large permanent upper central incisor	None
Hypertrophy of permanent maxillary central incisor	None
Increased size of permanent upper central incisor	None
Facial muscle weakness of muscles innervated by CN VII	None
Facial palsy, unilateral or bilateral	None
Facial nerve palsy	None
Facial palsy	None
Cranial nerve VII palsy	None
Seventh cranial nerve palsy	None
VII th cranial nerve palsy	None
Bell's palsy	None
Facial nerve paralysis	None
Puffiness of upper eyelid	None
Swelling of upper eyelid	None
Fullness of upper eyelid	None
Cellulitis of upper eyelid	None
Upper eyelid edema	None
Philtrum, Midline Sinus	None
Central sinus of philtrum	None
Midline sinus of philtrum	None
Prominent central ridge on roof of the mouth	None
Prominent central palatal ridge	None
Prominent median palatal raphe	None
Prominent medial palatal suture	None
Tessier number 8 facial cleft	None
Abnormality of mouth shape	None
Unusual mouth shape	None
Anomaly of mouth shape	None
Enlargement of facial skeleton	None
Overgrowth of facial skeleton	None
Excessive growth of facial skeleton	None
Hyperostosis of facial skeleton	None
Hypertrophy of facial bones	None
Hypertrophy of facial skeleton	None
Increased ossification of facial skeleton	None
Overgrowth of the facial bones	None
Enlargement of facial bones	None
Increased ossification of facial bones	None
Excessive growth of facial bones	None
Increase in size of the facial bones	None
Overgrowth of facial bones	None
Hypertrophy of the facial bones	None
Enlargment of the facial bones	None
Facial hyperostosis	None
Hyperostosis of facial bones	None
H-shaped dimple of the chin	None
Chin, H-shaped groove	None
Chin, H-Shaped Crease	None
Chin with H-shaped crease	None
Oral erythroplasia	None
Oral erythroplakia	None
Delayed eruption of milk teeth	None
Late eruption of baby teeth	None
Late eruption of primary teeth	None
Delayed primary teeth eruption	None
Delayed eruption of deciduous teeth	None
Delayed eruption of baby teeth	None
Late eruption of milk teeth	None
Delayed eruption of primary teeth	None
Turridolichocephaly	None
Narrow skull shape	None
Dolichocephaly	None
Large dolichocephalic skull	None
Narrow head shape	None
Tall and narrow skull	None
Long, narrow head	None
Narrow cranium shape	None
Limited cervical range of motion	None
Limited neck range of motion	None
Lip discoloration	None
Abnormality of the sense of smell	None
Abnormality of olfaction	None
Smell defect	None
Abnormal sense of smell	None
Flared nasal alae	None
Flared nostrils	None
Dental enamel pits	None
Tooth enamel pits	None
Pitting of tooth enamel	None
Dental enamel pitting	None
Anomaly of the ethmoid bone	None
Malformation of the ethmoid bone	None
Deformity of the ethmoid bone	None
Abnormality of ethmoid bone	None
Fatty tumors on the eyelids.	None
Lipomas of eyelids	None
Sinusitis	None
Sinus inflammation	None
Sinus disease	None
Sinus infection	None
Tessier number 12 facial cleft	None
Agenesis of the lacrimal punctum	None
Aplasia of lacrimal puncta	None
Absent lacrimal openings	None
Lacrimal punctum, absence	None
Absent lacrimal punctum	None
Absent lacrimal puncta	None
Absent lacrimal gland puncta	None
Lacrimal puncta aplasia	None
Decreased mineralization of skull	None
Hypoossification of skull	None
Decreased bone formation of skull	None
Decreased calcification of skull	None
Ossification defect of skull	None
Decreased skull ossification	None
Poorly mineralized skull	None
Deficient skull ossification	None
Poorly ossified skull bones	None
Poorly ossified skull	None
Abnormality of cheek mucosa	None
Abnormality of inside lining of cheek	None
Abnormality of buccal mucosa	None
Abnormality of the cementum	None
Abnormally small eyelid	None
Microblepharia	None
Orbital cyst	None
Orbital cysts	None
Cyst of eye socket	None
Dental abscess	None
Dentoalveolar abscess	None
Tooth abscess	None
Facial shape deformation	None
Facial shape compression	None
Distortion of facial shape	None
Myopathic face	None
Myopathic facial appearance	None
Myopathic facies	None
Cryptophthalmos	None
Cupid-bow shaped upper lip	None
Cupid bow upper lip	None
Cupid's bow, accentuated	None
Prominent cupid-bow of upper lip	None
Exaggerated cupid's bow	None
Basilar impression	None
Abnormal face	None
Disorder of the face	None
Facial anomaly	None
Facial abnormality	None
Disorder of face	None
Abnormality of the visage	None
Anomaly of the face	None
Abnormality of the physiognomy	None
Abnormality of the face	None
Anomaly of face	None
Abnormality of the countenance	None
Hypersalivation	None
Watery mouth	None
Mouth watering	None
Excessive production of saliva	None
Ptyalism	None
Oversalivation	None
Excessive salivation	None
Conjunctival lipodermoid	None
Dermolipoma of the conjunctiva	None
Hypertrophy of calvarial bones	None
Enlargement of calvarial bones	None
Thick calvarial bones	None
Excessive growth of calvarial bones	None
Hyperostosis of calvarial bones	None
Overgrowth of calvarial bones	None
Increased ossification of calvarial bones	None
Overgrowth of skullcap	None
Calvarial hyperostosis	None
Enanthema	None
Big mandible	None
Big lower jaw	None
Large lower jaw	None
Lower jaw hyperplasia	None
Prognathia	None
Increased projection of mandible	None
Mandibular prognathism	None
Mandibular prognathia	None
Prominent lower jaw	None
Increased size of mandible	None
Enlarged mandible	None
Enlargement of mandible	None
Macromandible	None
Mandibular hyperplasia	None
Increased projection of lower jaw	None
Prominent chin	None
Prominent mandible	None
Hypertrophy of mandible	None
Hyperplasia of lower jaw	None
Increased size of lower jaw	None
Mandibular macrognathia	None
Hypertrophy of lower jaw	None
Mandibular excess	None
Mandible prognathism	None
Lower jaw excess	None
Prominent jaw	None
Relative mandibular prognathism	None
Large mandible	None
Prognathism	None
Midfacial prominence	None
Large midface	None
Hypertrophy of midface	None
Midfacial excess	None
Overgrowth of the midface	None
Big midface	None
Hyperplasia of midface	None
Midface hyperplasia	None
Abnormality of shape of primary molar	None
Abnormality of primary molar morphology	None
Abnormality of deciduous molar morphology	None
Abnormality of shape of baby molar	None
Cleft hard palate	None
Cleft bony palate	None
Cleft of hard palate	None
Abnormal retinal artery morphology	None
Retinal arterial abnormality	None
Abnormality of retinal arteries	None
Extension of eyebrows towards upper eyelid	None
Prominent area between the eyebrows	None
Prominent glabella	None
Protruding area between the eyebrows	None
Hyperplasia of glabella	None
Convex glabella	None
Periorbital wrinkling	None
Periorbital rhytids	None
Periorbital wrinkles	None
Wrinkles around the eyes	None
Excess periorbital skin wrinkling	None
Wide bregma sutures	None
Large fontanelles	None
Large fontanelle	None
Large fontanel	None
Large fontanels	None
Large, late-closing fontanelle	None
Enlarged fontanelles	None
Large bregma sutures	None
Persistent wide fontanel	None
Wide fontanelles	None
Prominent supraorbital arches in adult	None
Abnormality of premolar	None
Abnormality of bicuspid	None
Deep median lingual groove	None
Deep median lingual furrow	None
Deep central tongue furrow	None
Deep median tongue groove	None
Exaggerated median tongue furrow	None
Deep median tongue furrow	None
Deep central tongue groove	None
Deep central lingual groove	None
Deep central lingual furrow	None
Exaggerated median lingual furrow	None
Abnormality of soft palate muscles	None
Abnormality of musculature of soft palate	None
Abnormal conjunctiva morphology	None
Neoplasm of the tongue	None
Conjunctival nodule	None
Wide uvula	None
Broad uvula	None
Flat back of the skull	None
Flat back of the head	None
Posterior flattening of the skull	None
Flat occiput	None
Flat posterior cranium	None
Flat back of skull	None
Flat posterior head	None
Abnormality of the dental pulp	None
Endodontic abnormality	None
Abnormality of tooth pulp	None
Pulp canal obliteration	None
Narrowing of pulp chamber of tooth	None
Reduced size of pulp chamber of tooth	None
Small pulp chamber of tooth	None
Obliteration of the pulp chamber	None
Crescent/chevron-shaped pulp chambers	None
Craniofacial dysostosis	None
Crouzon syndrome	None
Long eyelashes	None
Increased length of eyelashes	None
Ciliary trichomegaly	None
Eyelash trichomegaly	None
Unusually long eyelashes	None
Total hyposmia	None
Lingual angioectasias	None
Spider veins of the tongue	None
Lingual telangiectasia	None
Tongue telangiectasia	None
Angioectasias of the tongue	None
Pits at the corners of the lips	None
Commissural labial pits	None
Commissural lip pit	None
Lip pits at corners of the mouth	None
Commissural pit	None
Tessier number 1 facial cleft	None
Downturned corners of mouth	None
Downturned oral commisures	None
Downturned corners of the mouth	None
Downturned mouth	None
Abnormality of the bridge of the nose	None
Deformity of the bridge of the nose	None
Deformity of the nasal bridge	None
Abnormality of the nasal bridge	None
Malformation of the nasal bridge	None
Malformation of the bridge of the nose	None
Abnormality of the nasal root	None
Microdontia of deciduous teeth	None
Microdontia of primary teeth	None
Small deciduous teeth	None
Decreased width of milk teeth	None
Decreased width of deciduous teeth	None
Decreased size of primary tooth	None
Decreased width of primary tooth	None
Decreased width of baby teeth	None
Pointed incisor	None
Peg-shaped incisors	None
Conical incisor	None
Shark tooth incisor	None
Peg shaped incisors	None
Pointed front tooth	None
Cone shaped front tooth	None
Conoid incisor	None
Peg shaped front tooth	None
Abnormality of the mouth floor	None
Abnormality of the floor of mouth	None
Abnormal mouth floor morphology	None
Bilateral facial weakness	None
Facial diplegia	None
Facial paresis, bilateral	None
Aplasia/hypoplasia of palatine uvula	None
Aplasia/Hypoplasia of the uvula	None
Frontomalar faciosynostosis	None
Abnormal levator palpebrae superioris morphology	None
Abnormality of the fontanelles or cranial sutures	None
Periorbital dermoid cyst	None
Hordeolum internum	None
Stye of inner eyelid	None
Red bump on inner eyelid	None
Weakness of orbicularis oculi muscles	None
Weakness of orbicularis oculi muscle	None
Tessier number 3 facial cleft	None
Hyperplasia of supraorbital ridge	None
Prominent supraorbital ridge	None
Protruding supraorbital ridge	None
Prominent supraorbital margins	None
Hyperplasia of supraorbital margins	None
Supraorbital hyperostosis	None
Hypertrophy of supraorbital margins	None
Prominent supraorbital ridges	None
Prominent brow	None
Hypertrophy of supraorbital ridge	None
Mulberry molar	None
Syphilitic permanent first molar	None
Abnormality of styloglossus muscle	None
Acrania	None
Big nose	None
Disproportionately large nose	None
Nasal hypertrophy	None
Hyperplasia of nose	None
Large nose	None
Nasal hyperplasia	None
Hypertrophy of nose	None
Prominent nose	None
Increased size of nose	None
Pronounced nose	None
